# Time-averaged data for fix at2
# TimeStep v_fedgeZ f_mysf2[3]
59490 0.0992424 0.155745
59500 -0.229994 -0.360939
59510 -1.15079 -1.80599
59520 -1.81191 -2.8435
59530 -2.159 -3.3882
59540 -1.79914 -2.82346
59550 -0.627857 -0.985323
59560 0.998025 1.56624
59570 1.3527 2.12285
59580 0.34787 0.545927
59590 -0.493062 -0.773783
59600 -0.711613 -1.11676
59610 -1.3092 -2.05458
59620 -1.51248 -2.3736
59630 -0.654072 -1.02646
59640 0.0179598 0.028185
59650 -0.272897 -0.428269
59660 -0.509451 -0.799503
59670 -0.049693 -0.0779853
59680 0.785799 1.23319
59690 0.745277 1.16959
59700 0.969868 1.52205
59710 0.819928 1.28675
59720 -0.866612 -1.36001
59730 -2.0783 -3.26156
59740 -1.47722 -2.31827
59750 -0.904916 -1.42012
59760 -1.47599 -2.31634
59770 -1.73755 -2.72681
59780 -1.35007 -2.11873
59790 -1.76126 -2.76402
59800 -2.00339 -3.144
59810 -0.668205 -1.04864
59820 1.59294 2.49987
59830 1.63933 2.57267
59840 0.990962 1.55516
59850 1.22411 1.92105
59860 0.258241 0.405268
59870 -1.90371 -2.98757
59880 -3.19166 -5.00881
59890 -2.92013 -4.58269
59900 -2.37896 -3.73341
59910 -1.54999 -2.43246
59920 -0.064937 -0.101908
59930 0.0757019 0.118802
59940 -1.38376 -2.17159
59950 -2.53227 -3.974
59960 -2.44547 -3.83777
59970 -2.41383 -3.78813
59980 -2.00423 -3.14532
59990 -1.32223 -2.07503
60000 -1.06544 -1.67204
60010 -1.98588 -3.11652
60020 -2.35953 -3.70291
60030 -2.05853 -3.23055
60040 -2.16283 -3.39422
60050 -2.74742 -4.31164
60060 -2.84986 -4.47241
60070 -2.56411 -4.02396
60080 -2.04632 -3.21138
60090 -1.46793 -2.30369
60100 -0.951533 -1.49328
60110 -0.909217 -1.42687
60120 -1.33547 -2.0958
60130 -1.04281 -1.63653
60140 -0.794294 -1.24652
60150 -1.46311 -2.29612
60160 -1.83239 -2.87564
60170 -0.412183 -0.646857
60180 0.442629 0.694636
60190 0.533768 0.837665
60200 1.57765 2.47588
60210 1.67223 2.62431
60220 0.425716 0.668094
60230 -0.0254162 -0.0398868
60240 0.970607 1.52321
60250 1.66167 2.60773
60260 1.40146 2.19936
60270 1.06335 1.66876
60280 1.20998 1.89888
60290 0.729946 1.14554
60300 0.660476 1.03651
60310 0.929075 1.45804
60320 0.0417734 0.0655568
60330 -1.51429 -2.37644
60340 -1.90644 -2.99185
60350 -0.466408 -0.731953
60360 -0.419305 -0.658033
60370 -1.40546 -2.20565
60380 -0.935646 -1.46835
60390 -0.685349 -1.07555
60400 -0.958882 -1.50481
60410 -1.01095 -1.58653
60420 -0.24405 -0.382998
60430 -0.380557 -0.597224
60440 -1.78013 -2.79363
60450 -2.12666 -3.33746
60460 -0.754052 -1.18337
60470 0.235466 0.369527
60480 0.11449 0.179675
60490 1.0001 1.5695
60500 0.631161 0.990508
60510 -0.74297 -1.16597
60520 -1.50117 -2.35585
60530 -1.20112 -1.88496
60540 -1.0078 -1.58158
60550 -1.90152 -2.98413
60560 -1.48622 -2.33239
60570 0.171473 0.269101
60580 0.711583 1.11672
60590 -0.448939 -0.704539
60600 -1.06113 -1.66527
60610 -1.23477 -1.93778
60620 -1.82406 -2.86258
60630 -1.50095 -2.35551
60640 0.503041 0.789443
60650 1.61069 2.52772
60660 0.81415 1.27768
60670 0.0986407 0.154801
60680 0.301027 0.472415
60690 -0.0287672 -0.0451456
60700 -0.470687 -0.738669
60710 -0.0847133 -0.132944
60720 -0.147441 -0.231385
60730 -1.10064 -1.72728
60740 -0.995652 -1.56252
60750 0.204929 0.321604
60760 0.0659312 0.103469
60770 -1.27477 -2.00054
60780 -1.43174 -2.24689
60790 -1.73835 -2.72806
60800 -2.86146 -4.49062
60810 -2.63519 -4.13552
60820 -1.50031 -2.3545
60830 -0.285136 -0.447476
60840 0.373967 0.586882
60850 1.52866 2.39899
60860 1.48437 2.32948
60870 -0.365255 -0.573209
60880 -1.19472 -1.87493
60890 -0.540601 -0.848388
60900 0.0160844 0.0252419
60910 -0.070346 -0.110397
60920 0.740904 1.16273
60930 0.328082 0.514873
60940 -2.02072 -3.17121
60950 -2.59262 -4.06871
60960 -0.93589 -1.46873
60970 -0.440964 -0.692023
60980 -1.26753 -1.98919
60990 -0.633941 -0.99487
61000 0.486071 0.762812
61010 0.268201 0.420899
61020 -0.54655 -0.857724
61030 0.501265 0.786657
61040 0.385572 0.605095
61050 -1.49185 -2.34122
61060 -1.4275 -2.24023
61070 0.517361 0.811917
61080 -0.80383 -1.26149
61090 -2.57631 -4.04311
61100 -0.505608 -0.793472
61110 1.73294 2.71958
61120 0.466596 0.732249
61130 0.109855 0.1724
61140 1.72821 2.71215
61150 0.138029 0.216615
61160 -2.15029 -3.37454
61170 -1.21382 -1.9049
61180 0.502357 0.788371
61190 -0.990346 -1.55419
61200 -1.8336 -2.87755
61210 -0.046736 -0.0733447
61220 -0.289632 -0.454531
61230 -2.37151 -3.72171
61240 -2.10479 -3.30314
61250 0.249724 0.391903
61260 0.350444 0.549966
61270 -0.385225 -0.60455
61280 1.47514 2.315
61290 2.01052 3.1552
61300 -0.499541 -0.783951
61310 -0.890712 -1.39783
61320 0.478743 0.751312
61330 -0.57082 -0.895812
61340 -2.00524 -3.1469
61350 -0.963656 -1.51231
61360 0.360594 0.565896
61370 -0.730911 -1.14705
61380 -0.797632 -1.25176
61390 0.471428 0.739832
61400 -0.842078 -1.32151
61410 -3.01226 -4.72727
61420 -2.75692 -4.32655
61430 -1.59275 -2.49957
61440 -1.8716 -2.93718
61450 -1.32359 -2.07716
61460 0.75603 1.18647
61470 1.42885 2.24236
61480 0.323812 0.508172
61490 0.754226 1.18364
61500 0.879603 1.3804
61510 -0.51563 -0.8092
61520 -0.565221 -0.887025
61530 1.68215 2.63987
61540 3.02229 4.74302
61550 1.58814 2.49233
61560 1.81719 2.85179
61570 1.7975 2.8209
61580 -0.232403 -0.36472
61590 -1.40883 -2.21094
61600 -0.00304835 -0.00478391
61610 0.421964 0.662207
61620 -0.326585 -0.512524
61630 0.730324 1.14613
61640 1.57215 2.46724
61650 -0.491901 -0.771961
61660 -1.9122 -3.00089
61670 -1.03684 -1.62715
61680 -1.26355 -1.98294
61690 -2.41335 -3.78738
61700 -1.41106 -2.21444
61710 1.10594 1.7356
61720 0.964755 1.51403
61730 -0.0510477 -0.0801113
61740 0.986718 1.5485
61750 0.340024 0.533615
61760 -2.61492 -4.1037
61770 -2.55753 -4.01365
61780 -0.014496 -0.0227492
61790 0.395764 0.621089
61800 -0.536079 -0.841291
61810 0.122668 0.192508
61820 0.354762 0.556744
61830 -2.06523 -3.24105
61840 -2.44966 -3.84436
61850 0.425532 0.667805
61860 1.28871 2.02242
61870 -0.150469 -0.236138
61880 0.50141 0.786884
61890 1.10122 1.72819
61900 -0.839554 -1.31755
61910 -1.12662 -1.76806
61920 1.07987 1.69469
61930 1.4346 2.25138
61940 -0.444675 -0.697847
61950 -0.134975 -0.211822
61960 0.606639 0.952024
61970 -0.997642 -1.56564
61980 -1.66036 -2.60567
61990 1.00836 1.58247
62000 1.70255 2.67189
62010 -0.789873 -1.23958
62020 -1.49034 -2.33886
62030 -0.771895 -1.21137
62040 -2.00618 -3.14839
62050 -3.07653 -4.82812
62060 -0.836009 -1.31198
62070 0.229918 0.360819
62080 -2.31633 -3.63511
62090 -3.09642 -4.85935
62100 -0.696983 -1.0938
62110 -0.121488 -0.190656
62120 -1.3756 -2.15879
62130 -0.150129 -0.235604
62140 0.835482 1.31116
62150 -1.41593 -2.22208
62160 -2.45455 -3.85203
62170 0.55175 0.865885
62180 2.12367 3.33277
62190 0.200031 0.313917
62200 0.732284 1.1492
62210 2.41323 3.78718
62220 0.313258 0.491609
62230 -1.82149 -2.85854
62240 -0.564172 -0.885379
62250 -0.432654 -0.678982
62260 -3.12608 -4.90588
62270 -2.85808 -4.48531
62280 0.881014 1.38261
62290 1.62153 2.54473
62300 0.212218 0.333043
62310 1.07863 1.69274
62320 0.949782 1.49053
62330 -1.88945 -2.96519
62340 -2.67831 -4.20319
62350 0.178434 0.280025
62360 0.838037 1.31517
62370 -0.806571 -1.26579
62380 0.0627882 0.0985363
62390 1.1802 1.85214
62400 -0.949613 -1.49027
62410 -1.98849 -3.12062
62420 0.268217 0.420924
62430 0.986639 1.54837
62440 -0.0492829 -0.0773417
62450 0.778604 1.2219
62460 2.06916 3.24722
62470 0.643624 1.01007
62480 -1.09326 -1.71569
62490 -0.932977 -1.46416
62500 -2.51678 -3.94968
62510 -4.57937 -7.18661
62520 -3.53425 -5.54645
62530 -0.0850307 -0.133442
62540 0.80163 1.25803
62550 -0.404006 -0.634024
62560 0.0247245 0.0388012
62570 0.369645 0.5801
62580 -0.841359 -1.32038
62590 -0.568763 -0.892585
62600 0.855918 1.34323
62610 -0.10697 -0.167873
62620 -1.52934 -2.40006
62630 -0.333944 -0.524073
62640 0.0618469 0.097059
62650 -1.55722 -2.4438
62660 -1.63122 -2.55994
62670 -0.226128 -0.354872
62680 -0.742981 -1.16599
62690 -2.07723 -3.25988
62700 -1.25491 -1.96938
62710 -0.050789 -0.0797053
62720 -0.896354 -1.40669
62730 -0.9054 -1.42088
62740 0.349707 0.54881
62750 -0.16167 -0.253716
62760 -2.03626 -3.19559
62770 -1.86436 -2.92581
62780 -0.643533 -1.00992
62790 -1.55412 -2.43895
62800 -1.70775 -2.68004
62810 0.724161 1.13646
62820 1.99463 3.13026
62830 0.487906 0.765691
62840 0.164245 0.257756
62850 0.45477 0.71369
62860 -1.45888 -2.28948
62870 -2.93677 -4.6088
62880 -1.36201 -2.13745
62890 -0.631013 -0.990276
62900 -2.7973 -4.38993
62910 -3.44547 -5.40712
62920 -1.04207 -1.63536
62930 -0.530383 -0.832352
62940 -2.39469 -3.75809
62950 -2.38571 -3.744
62960 -2.31294 -3.62979
62970 -3.66247 -5.74767
62980 -4.32843 -6.7928
62990 -1.74757 -2.74253
63000 1.20436 1.89006
63010 0.17569 0.275718
63020 -1.15219 -1.80819
63030 -0.677636 -1.06344
63040 -0.95291 -1.49544
63050 -1.00786 -1.58168
63060 1.2545 1.96875
63070 3.59447 5.64096
63080 2.24437 3.52219
63090 0.384487 0.603392
63100 0.675634 1.0603
63110 0.0246264 0.0386473
63120 -2.40676 -3.77703
63130 -3.17123 -4.97675
63140 -1.67179 -2.62361
63150 -1.21041 -1.89955
63160 -1.14629 -1.79891
63170 0.400496 0.628516
63180 1.96288 3.08044
63190 1.57177 2.46664
63200 0.593581 0.931532
63210 0.804597 1.26269
63220 0.3831 0.601215
63230 -0.989521 -1.5529
63240 -1.32124 -2.07348
63250 -0.485752 -0.762312
63260 -0.555429 -0.871658
63270 -0.825432 -1.29538
63280 -0.309985 -0.486473
63290 -0.545783 -0.856521
63300 -1.91376 -3.00335
63310 -1.70729 -2.67932
63320 -0.881927 -1.38405
63330 -0.355256 -0.557518
63340 0.370488 0.581423
63350 0.729337 1.14458
63360 0.510704 0.80147
63370 -0.435869 -0.684027
63380 -1.43418 -2.25072
63390 -1.64614 -2.58335
63400 -1.79231 -2.81275
63410 -1.21381 -1.90488
63420 0.0787624 0.123605
63430 0.744535 1.16843
63440 0.556782 0.873782
63450 0.0002088 0.000327679
63460 -0.48329 -0.758447
63470 -1.10971 -1.74152
63480 -0.782922 -1.22867
63490 1.25306 1.96648
63500 1.80691 2.83566
63510 0.0329404 0.0516947
63520 -1.03857 -1.62987
63530 -0.850857 -1.33529
63540 -0.916919 -1.43896
63550 -1.30376 -2.04605
63560 -1.03849 -1.62974
63570 -0.711083 -1.11593
63580 -1.48733 -2.33412
63590 -1.91571 -3.0064
63600 -1.45301 -2.28027
63610 -0.712521 -1.11819
63620 -1.14486 -1.79668
63630 -0.691495 -1.08519
63640 0.99543 1.56217
63650 0.962645 1.51072
63660 -0.491232 -0.770911
63670 -0.762491 -1.19661
63680 -0.77923 -1.22288
63690 -2.47825 -3.88922
63700 -3.04044 -4.77149
63710 -0.655943 -1.0294
63720 1.67677 2.63142
63730 1.36081 2.13558
63740 0.66839 1.04893
63750 0.781047 1.22573
63760 -0.501038 -0.7863
63770 -2.32608 -3.65042
63780 -1.87735 -2.94621
63790 -1.27985 -2.00852
63800 -2.90334 -4.55633
63810 -3.12683 -4.90706
63820 -1.50336 -2.35928
63830 -0.156864 -0.246174
63840 -0.695622 -1.09167
63850 -1.02989 -1.61626
63860 0.414158 0.649956
63870 0.492556 0.77299
63880 -0.535802 -0.840857
63890 0.453682 0.711983
63900 1.31626 2.06567
63910 0.2581 0.405047
63920 -0.423743 -0.664998
63930 0.322665 0.506371
63940 0.541146 0.849244
63950 -1.2244 -1.9215
63960 -1.91399 -3.00371
63970 -0.942137 -1.47854
63980 0.0182462 0.0286346
63990 0.656508 1.03029
64000 1.83243 2.87571
64010 2.39656 3.76102
64020 1.03607 1.62595
64030 -1.07146 -1.68149
64040 -1.76541 -2.77054
64050 -0.804182 -1.26204
64060 -0.443043 -0.695286
64070 0.0734968 0.115342
64080 1.48617 2.33232
64090 2.02194 3.17312
64100 0.831838 1.30544
64110 -0.227728 -0.357383
64120 -0.737848 -1.15794
64130 -1.82016 -2.85646
64140 -2.39346 -3.75616
64150 -1.19092 -1.86895
64160 0.782763 1.22842
64170 0.921889 1.44676
64180 0.18222 0.285966
64190 -0.166611 -0.261469
64200 -1.05574 -1.65682
64210 -2.67971 -4.20538
64220 -3.90432 -6.12722
64230 -3.20723 -5.03324
64240 -2.00392 -3.14483
64250 -2.37465 -3.72663
64260 -2.62344 -4.11708
64270 -1.95307 -3.06504
64280 -2.02569 -3.17901
64290 -2.92485 -4.59009
64300 -3.24209 -5.08795
64310 -2.5653 -4.02583
64320 -2.03038 -3.18636
64330 -1.72362 -2.70495
64340 -0.941268 -1.47717
64350 -0.119299 -0.18722
64360 0.174621 0.27404
64370 0.660192 1.03607
64380 1.17904 1.85032
64390 1.0349 1.62412
64400 0.750155 1.17725
64410 0.123649 0.194047
64420 0.0642825 0.100881
64430 0.799796 1.25515
64440 0.899805 1.4121
64450 -0.427748 -0.671283
64460 -0.358711 -0.562941
64470 1.32053 2.07236
64480 0.821297 1.2889
64490 -0.709573 -1.11356
64500 -0.845606 -1.32705
64510 0.122164 0.191717
64520 -0.729835 -1.14536
64530 -1.67972 -2.63606
64540 0.134476 0.211039
64550 0.837387 1.31415
64560 -1.89195 -2.96912
64570 -2.99893 -4.70634
64580 -1.40103 -2.1987
64590 -1.18268 -1.85603
64600 -2.39172 -3.75343
64610 -1.04058 -1.63303
64620 2.07345 3.25395
64630 0.90955 1.4274
64640 -1.43516 -2.25226
64650 0.0963028 0.151132
64660 1.19563 1.87635
64670 -1.47683 -2.31764
64680 -1.76529 -2.77035
64690 1.54624 2.42659
64700 0.987274 1.54937
64710 -2.16895 -3.40383
64720 -0.901368 -1.41455
64730 2.01759 3.1663
64740 0.198412 0.311376
64750 -1.33844 -2.10047
64760 1.41541 2.22127
64770 3.08538 4.84202
64780 -0.0696834 -0.109357
64790 -1.065 -1.67135
64800 1.27077 1.99428
64810 0.286746 0.450003
64820 -2.44031 -3.82969
64830 -1.60373 -2.5168
64840 0.0691264 0.108483
64850 -1.47431 -2.3137
64860 -2.59127 -4.06659
64870 -0.385918 -0.605638
64880 0.479733 0.752866
64890 -1.58788 -2.49192
64900 -1.48395 -2.32883
64910 0.91192 1.43112
64920 0.4177 0.655515
64930 -1.83776 -2.88407
64940 -1.72077 -2.70048
64950 -0.5005 -0.785456
64960 -1.55794 -2.44495
64970 -1.6403 -2.57419
64980 0.534627 0.839014
64990 0.513782 0.806301
65000 -1.86668 -2.92946
65010 -2.69383 -4.22754
65020 -1.49478 -2.34581
65030 -0.78614 -1.23372
65040 -0.255519 -0.400997
65050 1.40071 2.1982
65060 2.1562 3.38382
65070 0.688195 1.08001
65080 -0.16124 -0.253041
65090 -0.365647 -0.573826
65100 -1.83399 -2.87816
65110 -2.73923 -4.2988
65120 -1.69875 -2.66593
65130 -1.43283 -2.2486
65140 -2.0672 -3.24415
65150 -1.28735 -2.02029
65160 0.21859 0.343042
65170 -0.183462 -0.287914
65180 -0.431646 -0.677401
65190 0.482797 0.757674
65200 0.684148 1.07366
65210 -0.241921 -0.379656
65220 -0.583928 -0.916384
65230 -0.486664 -0.763742
65240 -2.60131 -4.08234
65250 -3.70169 -5.80922
65260 -1.68144 -2.63875
65270 -0.484233 -0.759928
65280 -1.14377 -1.79497
65290 0.105278 0.165217
65300 1.58475 2.48701
65310 -0.347599 -0.545501
65320 -2.85752 -4.48443
65330 -1.68143 -2.63873
65340 -0.30512 -0.478837
65350 -1.10536 -1.7347
65360 -0.307757 -0.482976
65370 1.92581 3.02226
65380 0.428492 0.672451
65390 -2.39173 -3.75345
65400 -1.40864 -2.21064
65410 0.167046 0.262152
65420 -0.959094 -1.50515
65430 -0.683962 -1.07337
65440 2.58207 4.05216
65450 2.46923 3.87506
65460 -1.07422 -1.68582
65470 -1.19029 -1.86797
65480 0.514744 0.80781
65490 -1.07596 -1.68855
65500 -2.32393 -3.64705
65510 0.212257 0.333104
65520 1.13795 1.78583
65530 -0.863741 -1.35551
65540 -0.988843 -1.55183
65550 1.44254 2.26384
65560 0.691425 1.08508
65570 -1.63667 -2.5685
65580 -0.36535 -0.573359
65590 1.40861 2.21059
65600 -0.481502 -0.755641
65610 -0.497706 -0.781071
65620 2.33299 3.66126
65630 2.08507 3.27219
65640 0.0705251 0.110678
65650 1.18097 1.85335
65660 2.1209 3.32841
65670 0.0361538 0.0567377
65680 -0.576846 -0.90527
65690 1.44961 2.27493
65700 1.40845 2.21034
65710 0.365747 0.573983
65720 2.18214 3.42453
65730 3.46946 5.44478
65740 1.43618 2.25386
65750 -0.113768 -0.17854
65760 -0.350642 -0.550278
65770 -1.70096 -2.66939
65780 -2.88727 -4.53111
65790 -0.824518 -1.29395
65800 1.1212 1.75955
65810 -0.349161 -0.547953
65820 -1.19245 -1.87136
65830 -0.980379 -1.53855
65840 -2.72977 -4.28394
65850 -4.8567 -7.62182
65860 -3.78135 -5.93423
65870 -1.38549 -2.17431
65880 -0.928369 -1.45693
65890 -1.34987 -2.11841
65900 -0.274478 -0.430751
65910 -0.114651 -0.179927
65920 -1.93076 -3.03002
65930 -2.48166 -3.89458
65940 -1.29416 -2.03097
65950 -1.88044 -2.95105
65960 -3.00548 -4.71663
65970 -1.28069 -2.00984
65980 0.408251 0.640685
65990 -0.645165 -1.01248
66000 -1.46822 -2.30414
66010 -0.944545 -1.48232
66020 -1.10825 -1.73922
66030 -1.05692 -1.65867
66040 1.37403 2.15633
66050 3.58556 5.62697
66060 2.43011 3.81368
66070 0.424274 0.665831
66080 0.617713 0.969403
66090 0.517417 0.812004
66100 -0.270878 -0.425101
66110 0.0467462 0.0733608
66120 0.020548 0.0322469
66130 -1.28288 -2.01328
66140 -2.25 -3.53103
66150 -0.849905 -1.33379
66160 0.36486 0.57259
66170 0.754595 1.18422
66180 1.56776 2.46035
66190 1.46508 2.29921
66200 -0.369837 -0.580401
66210 -0.649902 -1.01992
66220 0.209585 0.32891
66230 0.156912 0.246249
66240 -0.757646 -1.18901
66250 -0.547062 -0.858528
66260 0.0319844 0.0501945
66270 -0.577517 -0.906322
66280 -0.320032 -0.50224
66290 0.49014 0.769197
66300 -0.431461 -0.67711
66310 -1.42346 -2.23389
66320 -0.428119 -0.671865
66330 0.6607 1.03686
66340 -0.726718 -1.14047
66350 -1.41829 -2.22578
66360 -0.341098 -0.5353
66370 -0.69409 -1.08926
66380 -1.73232 -2.7186
66390 -0.206516 -0.324095
66400 1.93229 3.03243
66410 0.44493 0.698248
66420 -1.08761 -1.70684
66430 -0.011111 -0.017437
66440 0.820515 1.28767
66450 -0.647942 -1.01684
66460 -0.514168 -0.806905
66470 1.26124 1.97932
66480 0.517795 0.812598
66490 -0.715482 -1.12284
66500 0.24599 0.386043
66510 1.78037 2.79401
66520 0.592802 0.93031
66530 -0.228336 -0.358337
66540 0.700591 1.09947
66550 -0.222915 -0.349831
66560 -1.94846 -3.0578
66570 -0.748893 -1.17527
66580 1.66603 2.61457
66590 0.624946 0.980755
66600 -0.75136 -1.17914
66610 0.812447 1.27501
66620 0.598872 0.939835
66630 -1.88045 -2.95107
66640 -1.86784 -2.93128
66650 -0.257975 -0.404851
66660 -0.343692 -0.53937
66670 -1.8601 -2.91914
66680 -0.898044 -1.40934
66690 0.0581422 0.0912451
66700 -1.04869 -1.64575
66710 -1.88845 -2.96363
66720 -1.66396 -2.61133
66730 -1.92524 -3.02136
66740 -3.30463 -5.18609
66750 -2.34199 -3.67538
66760 -0.118269 -0.185604
66770 -0.108992 -0.171046
66780 -0.644079 -1.01078
66790 -0.393046 -0.616824
66800 -1.25219 -1.96511
66810 -2.82621 -4.43529
66820 -3.06037 -4.80276
66830 -2.02881 -3.1839
66840 -1.4623 -2.29485
66850 -1.67396 -2.62702
66860 -1.2994 -2.03921
66870 -0.70856 -1.11197
66880 -0.586532 -0.92047
66890 -0.38738 -0.607931
66900 -0.308522 -0.484176
66910 -0.362983 -0.569645
66920 -0.313994 -0.492764
66930 0.818654 1.28475
66940 1.11346 1.7474
66950 0.58503 0.918113
66960 1.04645 1.64223
66970 1.13046 1.77409
66980 0.230312 0.361439
66990 -0.345567 -0.542313
67000 -0.161197 -0.252974
67010 -0.44833 -0.703583
67020 -1.32037 -2.07211
67030 -1.35638 -2.12863
67040 -0.537185 -0.843028
67050 -0.872485 -1.36923
67060 -0.549361 -0.862135
67070 0.473516 0.743109
67080 -0.135618 -0.212832
67090 -1.91563 -3.00628
67100 -2.10673 -3.30618
67110 -1.44013 -2.26006
67120 -2.0464 -3.21151
67130 -1.83993 -2.88749
67140 0.796057 1.24929
67150 1.70826 2.68085
67160 -0.299614 -0.470197
67170 -0.215249 -0.3378
67180 0.398582 0.625511
67190 -1.62329 -2.5475
67200 -2.7713 -4.34911
67210 -0.363065 -0.569773
67220 1.68794 2.64895
67230 0.42437 0.665982
67240 -0.470645 -0.738604
67250 -0.0877885 -0.13777
67260 -1.83322 -2.87695
67270 -3.47515 -5.4537
67280 -1.76868 -2.77567
67290 -0.128933 -0.20234
67300 -1.7987 -2.82277
67310 -2.10093 -3.29708
67320 1.08728 1.70631
67330 2.42105 3.79946
67340 0.633869 0.994757
67350 1.44211 2.26317
67360 3.95284 6.20336
67370 1.59762 2.50721
67380 -1.3638 -2.14027
67390 -1.03594 -1.62574
67400 -0.720423 -1.13059
67410 -2.72399 -4.27487
67420 -2.45506 -3.85283
67430 -0.0270598 -0.0424661
67440 -0.07333 -0.11508
67450 -1.53937 -2.4158
67460 -0.778006 -1.22096
67470 0.79695 1.25069
67480 -0.773881 -1.21448
67490 -1.32993 -2.08712
67500 1.55297 2.43715
67510 2.18341 3.42652
67520 0.164598 0.258311
67530 -0.34349 -0.539053
67540 -0.335518 -0.526543
67550 -2.54707 -3.99722
67560 -4.44484 -6.97547
67570 -2.89859 -4.54888
67580 -0.685617 -1.07597
67590 -0.155253 -0.243646
67600 0.726625 1.14032
67610 1.29209 2.02774
67620 0.547371 0.859012
67630 -0.380124 -0.596544
67640 0.0863748 0.135552
67650 0.0653602 0.102573
67660 -1.13618 -1.78306
67670 -1.25257 -1.96571
67680 -0.627424 -0.984643
67690 -0.549441 -0.862261
67700 0.0436697 0.0685327
67710 0.901829 1.41528
67720 -0.180674 -0.28354
67730 -2.21046 -3.46896
67740 -2.6734 -4.19548
67750 -2.21706 -3.47933
67760 -2.37194 -3.72238
67770 -2.30647 -3.61964
67780 -1.41051 -2.21358
67790 -2.21512 -3.47628
67800 -3.35248 -5.26119
67810 -1.8636 -2.92462
67820 -0.130084 -0.204146
67830 -1.25987 -1.97717
67840 -2.03105 -3.18742
67850 -0.652185 -1.0235
67860 -0.963798 -1.51253
67870 -3.05819 -4.79935
67880 -2.32561 -3.64968
67890 0.155948 0.244735
67900 -0.321771 -0.504968
67910 -2.36502 -3.71153
67920 -1.28053 -2.0096
67930 0.312133 0.489844
67940 -1.84597 -2.89696
67950 -2.82897 -4.43962
67960 -0.666736 -1.04634
67970 0.339078 0.53213
67980 -1.4216 -2.23098
67990 -0.608531 -0.954993
68000 1.25166 1.96428
68010 -1.08198 -1.69799
68020 -3.09524 -4.85749
68030 -0.99879 -1.56744
68040 1.04429 1.63885
68050 -1.50084 -2.35533
68060 -2.23664 -3.51005
68070 0.285586 0.448183
68080 0.334483 0.524918
68090 -1.84408 -2.894
68100 -0.451559 -0.708651
68110 2.75667 4.32616
68120 1.2609 1.97878
68130 -1.41826 -2.22573
68140 -0.243834 -0.382659
68150 0.115202 0.180792
68160 -2.65653 -4.16901
68170 -3.47409 -5.45204
68180 -1.76831 -2.77508
68190 -2.15391 -3.38022
68200 -3.71571 -5.83122
68210 -1.64378 -2.57966
68220 0.766229 1.20247
68230 -0.851598 -1.33645
68240 -2.52827 -3.96771
68250 -1.14338 -1.79435
68260 -0.0744064 -0.116769
68270 -2.12595 -3.33634
68280 -1.8584 -2.91647
68290 -0.308947 -0.484844
68300 -1.09806 -1.72324
68310 -2.03984 -3.20121
68320 -0.0918177 -0.144093
68330 2.24667 3.52579
68340 0.511349 0.802481
68350 -1.11786 -1.75431
68360 -1.17421 -1.84274
68370 -1.84053 -2.88843
68380 -2.95522 -4.63775
68390 -2.30658 -3.61982
68400 -1.08207 -1.69815
68410 -0.882807 -1.38543
68420 -0.518902 -0.814334
68430 -0.201528 -0.316267
68440 -0.738696 -1.15927
68450 -0.652802 -1.02447
68460 0.45909 0.72047
68470 1.49913 2.35265
68480 1.5004 2.35464
68490 1.5149 2.37739
68500 1.58546 2.48813
68510 0.440451 0.691218
68520 -0.448198 -0.703376
68530 0.314149 0.493008
68540 0.465285 0.730191
68550 0.0654931 0.102781
68560 0.983796 1.54391
68570 1.07226 1.68274
68580 -0.985014 -1.54582
68590 -1.23258 -1.93433
68600 1.59827 2.50824
68610 1.70333 2.67311
68620 -0.380582 -0.597263
68630 0.860915 1.35107
68640 2.64537 4.1515
68650 0.902757 1.41674
68660 -0.212809 -0.33397
68670 2.06695 3.24376
68680 2.2777 3.57449
68690 -0.46972 -0.737151
68700 -1.04158 -1.63459
68710 -0.225489 -0.353869
68720 -2.63192 -4.13038
68730 -4.28184 -6.71968
68740 -2.41328 -3.78726
68750 -0.604698 -0.948978
68760 -2.14697 -3.36933
68770 -2.56239 -4.02128
68780 0.54642 0.85752
68790 0.451522 0.708592
68800 -1.90111 -2.98349
68810 -0.958247 -1.50382
68820 1.15109 1.80645
68830 -1.55067 -2.43353
68840 -3.42342 -5.37252
68850 -0.446449 -0.700632
68860 1.29406 2.03083
68870 -1.27852 -2.00643
68880 -2.19735 -3.4484
68890 -0.0600033 -0.0941657
68900 -0.633674 -0.994451
68910 -1.36872 -2.14799
68920 1.43938 2.25887
68930 3.43405 5.3892
68940 0.54431 0.854208
68950 -0.7278 -1.14217
68960 1.27216 1.99646
68970 0.374539 0.587779
68980 -1.84299 -2.89229
68990 -1.00466 -1.57666
69000 0.343888 0.539678
69010 -2.36692 -3.7145
69020 -3.29988 -5.17864
69030 -0.508767 -0.79843
69040 1.12893 1.77167
69050 -0.44209 -0.69379
69060 -0.776887 -1.2192
69070 0.14324 0.224792
69080 -1.03241 -1.6202
69090 -2.91579 -4.57587
69100 -1.56318 -2.45316
69110 -0.50724 -0.796033
69120 -1.75533 -2.75471
69130 -1.29041 -2.02509
69140 0.921787 1.4466
69150 1.06882 1.67734
69160 0.478031 0.750194
69170 0.625261 0.981249
69180 -0.186482 -0.292654
69190 -2.69769 -4.23359
69200 -3.21086 -5.03894
69210 -1.10782 -1.73854
