# Time-averaged data for fix at2
# TimeStep v_fedgeZ f_mysf2[3]
38980 -0.323167 -0.507159
38990 -0.110957 -0.17413
39000 0.196172 0.307861
39010 -0.729698 -1.14515
39020 -1.14108 -1.79074
39030 -0.213753 -0.335452
39040 0.055211 0.086645
39050 -1.04833 -1.64518
39060 -1.31889 -2.06979
39070 -0.305382 -0.479249
39080 -0.29141 -0.457321
39090 -0.797444 -1.25146
39100 -0.0633925 -0.0994846
39110 0.529302 0.830657
39120 -0.306318 -0.480718
39130 -0.360851 -0.566299
39140 0.356879 0.560065
39150 -0.238707 -0.374612
39160 -1.54618 -2.42648
39170 -0.879008 -1.37946
39180 0.357587 0.561176
39190 0.0937021 0.147051
39200 0.428697 0.672773
39210 1.87073 2.93582
39220 1.28931 2.02337
39230 -0.708808 -1.11236
39240 -0.770559 -1.20927
39250 -0.174789 -0.274304
39260 -1.33346 -2.09265
39270 -1.59624 -2.50505
39280 0.204525 0.32097
39290 0.610533 0.958136
39300 -0.857085 -1.34506
39310 -0.442137 -0.693865
39320 0.518982 0.814461
39330 -0.310321 -0.487
39340 -0.551884 -0.866095
39350 1.08749 1.70664
39360 0.774455 1.21539
39370 -1.41679 -2.22343
39380 -1.20138 -1.88538
39390 0.324906 0.509889
39400 -0.503634 -0.790375
39410 -1.60032 -2.51144
39420 -0.667012 -1.04677
39430 -0.754407 -1.18392
39440 -2.72674 -4.27919
39450 -2.47306 -3.88108
39460 0.0259947 0.0407945
39470 0.320042 0.502256
39480 -0.753705 -1.18282
39490 -0.399575 -0.62707
39500 -0.709316 -1.11316
39510 -2.38381 -3.74101
39520 -2.1165 -3.32151
39530 -0.490176 -0.769255
39540 -0.455576 -0.714955
39550 -1.05458 -1.655
39560 0.307703 0.482892
39570 0.943871 1.48126
39580 -1.08408 -1.70129
39590 -1.7669 -2.77288
39600 -0.773166 -1.21336
39610 -1.1367 -1.78387
39620 -1.94411 -3.05097
39630 -0.642087 -1.00765
39640 0.644665 1.0117
39650 -0.64128 -1.00639
39660 -1.3633 -2.13949
39670 -0.0307446 -0.0482488
39680 0.47968 0.752781
39690 0.116563 0.182928
39700 1.40524 2.2053
39710 2.20852 3.46592
39720 0.444495 0.697565
39730 -0.454287 -0.712931
39740 0.389105 0.610639
39750 -0.0359732 -0.0564543
39760 -0.888251 -1.39397
39770 0.194693 0.30554
39780 0.992155 1.55703
39790 -0.699444 -1.09767
39800 -1.09919 -1.72501
39810 0.616512 0.967518
39820 0.972914 1.52683
39830 -0.402922 -0.632322
39840 -0.388424 -0.609571
39850 -0.424023 -0.665437
39860 -2.00174 -3.14142
39870 -2.38817 -3.74785
39880 -1.37162 -2.15254
39890 -1.8869 -2.96119
39900 -2.37657 -3.72966
39910 -0.244206 -0.383242
39920 1.31128 2.05785
39930 -0.541673 -0.850071
39940 -1.72681 -2.70995
39950 -0.622257 -0.976534
39960 -0.829246 -1.30137
39970 -1.55909 -2.44674
39980 -0.326563 -0.51249
39990 0.359285 0.563841
40000 -1.2064 -1.89325
40010 -1.42959 -2.24352
40020 0.332246 0.521408
40030 -0.182384 -0.286222
40040 -2.06036 -3.2334
40050 -1.52253 -2.38937
40060 -0.287083 -0.450531
40070 -0.748316 -1.17436
40080 -0.683944 -1.07334
40090 0.466486 0.732077
40100 -0.563457 -0.884257
40110 -2.18296 -3.42582
40120 -0.998128 -1.5664
40130 1.015 1.59288
40140 -0.328625 -0.515724
40150 -1.52216 -2.38879
40160 0.196858 0.308937
40170 0.738084 1.15831
40180 -0.996469 -1.5638
40190 -1.23696 -1.94121
40200 -0.566705 -0.889354
40210 -1.61995 -2.54226
40220 -2.17369 -3.41126
40230 0.0543484 0.0852913
40240 0.999897 1.56918
40250 -1.12695 -1.76857
40260 -1.83388 -2.87798
40270 -1.02142 -1.60296
40280 -1.6116 -2.52915
40290 -2.33066 -3.65761
40300 -0.445992 -0.699913
40310 0.821398 1.28905
40320 -0.669524 -1.05071
40330 -0.948443 -1.48843
40340 0.769653 1.20785
40350 0.381736 0.599074
40360 -1.38099 -2.16725
40370 -1.19856 -1.88095
40380 -0.473383 -0.7429
40390 -1.12278 -1.76203
40400 -0.979424 -1.53705
40410 1.03683 1.62715
40420 0.924775 1.45129
40430 -0.796535 -1.25004
40440 -0.433213 -0.67986
40450 0.395655 0.620918
40460 -0.5282 -0.828926
40470 -0.831704 -1.30523
40480 0.279069 0.437956
40490 -0.099434 -0.156046
40500 -1.24 -1.94599
40510 -0.848661 -1.33184
40520 -0.47595 -0.746928
40530 -1.5279 -2.39779
40540 -2.02955 -3.18507
40550 -1.17806 -1.84877
40560 -1.14009 -1.78919
40570 -1.67275 -2.62511
40580 -0.704235 -1.10519
40590 0.423915 0.665268
40600 -0.454565 -0.713369
40610 -1.18875 -1.86556
40620 -0.670738 -1.05262
40630 -0.734449 -1.1526
40640 -0.791752 -1.24253
40650 0.264939 0.41578
40660 0.624335 0.979796
40670 -1.18411 -1.85828
40680 -2.25828 -3.54402
40690 -1.2474 -1.9576
40700 -0.473844 -0.743624
40710 -0.952712 -1.49513
40720 -0.157449 -0.247092
40730 0.742554 1.16532
40740 -0.094481 -0.148273
40750 -0.868907 -1.36361
40760 0.162103 0.254395
40770 0.434859 0.682442
40780 -0.916396 -1.43814
40790 -1.2834 -2.01409
40800 -0.906778 -1.42305
40810 -1.61908 -2.54089
40820 -1.70094 -2.66936
40830 0.111814 0.175474
40840 0.657894 1.03246
40850 -1.2991 -2.03874
40860 -1.56028 -2.44861
40870 -0.105943 -0.166261
40880 -0.383987 -0.602606
40890 -1.47021 -2.30726
40900 -0.742521 -1.16527
40910 0.20037 0.314449
40920 -0.399762 -0.627363
40930 -0.496964 -0.779906
40940 0.388755 0.610089
40950 -0.296275 -0.464957
40960 -1.62302 -2.54708
40970 -0.794031 -1.24611
40980 0.227102 0.3564
40990 -0.481003 -0.754858
41000 -0.435029 -0.682709
41010 0.952267 1.49443
41020 0.438417 0.688026
41030 -1.30055 -2.041
41040 -0.973069 -1.52708
41050 0.0649813 0.101978
41060 -0.580631 -0.911209
41070 -0.675466 -1.06004
41080 1.09763 1.72255
41090 1.57086 2.46522
41100 -0.298029 -0.46771
41110 -1.12083 -1.75896
41120 -0.837143 -1.31376
41130 -1.21243 -1.90271
41140 -1.46799 -2.30378
41150 -0.291936 -0.458147
41160 0.000527594 0.000827976
41170 -1.19672 -1.87806
41180 -1.27244 -1.99689
41190 -0.40644 -0.637843
41200 -0.576238 -0.904315
41210 -0.572197 -0.897973
41220 0.861716 1.35233
41230 1.41511 2.22079
41240 0.402503 0.631666
41250 0.132625 0.208135
41260 0.638229 1.0016
41270 -0.431484 -0.677147
41280 -1.60815 -2.52374
41290 -1.51105 -2.37135
41300 -1.21964 -1.91404
41310 -1.10904 -1.74046
41320 -0.197924 -0.310611
41330 0.894114 1.40317
41340 0.765665 1.20159
41350 0.529342 0.830719
41360 0.613086 0.962141
41370 -0.191603 -0.30069
41380 -1.13201 -1.77651
41390 -0.23469 -0.368308
41400 0.251974 0.395433
41410 -1.05047 -1.64855
41420 -1.4618 -2.29406
41430 -0.250988 -0.393886
41440 0.0563723 0.0884674
41450 -0.478413 -0.750793
41460 0.216718 0.340104
41470 0.610758 0.958488
41480 -1.02823 -1.61364
41490 -1.98046 -3.10802
41500 -0.969397 -1.52132
41510 -0.907459 -1.42411
41520 -1.43519 -2.2523
41530 -0.252169 -0.39574
41540 0.35051 0.55007
41550 -1.27271 -1.99732
41560 -1.79361 -2.81479
41570 0.0803113 0.126036
41580 0.634257 0.995366
41590 -1.07881 -1.69303
41600 -1.14744 -1.80072
41610 0.793866 1.24585
41620 0.840779 1.31947
41630 -0.162555 -0.255104
41640 1.22756 1.92646
41650 1.56215 2.45154
41660 -0.786716 -1.23463
41670 -1.48099 -2.32418
41680 -0.0662632 -0.10399
41690 0.148097 0.232415
41700 -0.55223 -0.866638
41710 0.490281 0.769419
41720 0.642432 1.0082
41730 -2.03551 -3.1944
41740 -2.88948 -4.53458
41750 -0.536167 -0.841429
41760 0.843829 1.32426
41770 0.324893 0.509868
41780 0.648798 1.01819
41790 1.20003 1.88325
41800 -0.424948 -0.666888
41810 -1.98349 -3.11277
41820 -0.561464 -0.881129
41830 1.33759 2.09914
41840 0.904459 1.41941
41850 0.731829 1.14849
41860 1.41988 2.22828
41870 1.04036 1.63269
41880 0.119102 0.186912
41890 0.360003 0.564969
41900 0.324242 0.508846
41910 -0.705628 -1.10737
41920 -0.639982 -1.00435
41930 0.41715 0.654651
41940 -0.0114001 -0.0178907
41950 -1.32075 -2.07271
41960 -1.22784 -1.92689
41970 -0.583457 -0.915644
41980 -1.15897 -1.81883
41990 -1.42964 -2.2436
42000 -0.541123 -0.849207
42010 0.274634 0.430995
42020 0.0720246 0.113031
42030 0.0264094 0.0414455
42040 0.497658 0.780996
42050 0.75488 1.18467
42060 0.5639 0.884952
42070 0.353829 0.555278
42080 -0.220555 -0.346127
42090 -0.653594 -1.02571
42100 -0.77751 -1.22018
42110 -1.19294 -1.87212
42120 -1.47461 -2.31416
42130 -1.00524 -1.57757
42140 -0.525355 -0.824461
42150 -1.04806 -1.64476
42160 -1.46954 -2.30621
42170 -1.07347 -1.68465
42180 -0.700314 -1.09903
42190 -0.320907 -0.503614
42200 0.168527 0.264476
42210 -0.0342144 -0.0536942
42220 -1.19149 -1.86986
42230 -1.56667 -2.45865
42240 -0.853528 -1.33948
42250 -0.877733 -1.37746
42260 -1.03074 -1.61759
42270 0.262143 0.411392
42280 1.09598 1.71998
42290 -0.406026 -0.637193
42300 -1.84402 -2.8939
42310 -1.2769 -2.00389
42320 -0.322095 -0.505478
42330 -0.561342 -0.880937
42340 -0.208047 -0.326496
42350 0.733263 1.15074
42360 0.47496 0.745374
42370 -0.785387 -1.23254
42380 -0.978211 -1.53515
42390 -0.767148 -1.20392
42400 -1.48184 -2.32552
42410 -1.83495 -2.87966
42420 -1.48692 -2.33349
42430 -1.96557 -3.08465
42440 -2.39357 -3.75633
42450 -1.27119 -1.99493
42460 -0.00596153 -0.00935568
42470 -0.682985 -1.07184
42480 -1.58116 -2.48138
42490 -0.877441 -1.37701
42500 -0.272161 -0.427114
42510 -1.07786 -1.69154
42520 -0.915924 -1.4374
42530 0.717919 1.12666
42540 0.558175 0.875967
42550 -0.895127 -1.40476
42560 -1.59763 -2.50723
42570 -2.01803 -3.16698
42580 -2.55926 -4.01636
42590 -2.42055 -3.79868
42600 -1.07661 -1.68958
42610 -0.328912 -0.516176
42620 -0.660886 -1.03716
42630 -0.180025 -0.282521
42640 0.397446 0.623729
42650 -0.546263 -0.857274
42660 -0.999195 -1.56808
42670 -0.0674215 -0.105807
42680 -0.469431 -0.736699
42690 -2.13098 -3.34424
42700 -2.43997 -3.82915
42710 -1.44505 -2.26779
42720 -1.64755 -2.58557
42730 -2.73882 -4.29815
42740 -2.63567 -4.13626
42750 -1.99011 -3.12316
42760 -2.12201 -3.33016
42770 -1.76109 -2.76375
42780 -1.09236 -1.71429
42790 -1.45553 -2.28423
42800 -1.75163 -2.74891
42810 -0.864746 -1.35708
42820 -0.814898 -1.27885
42830 -1.85312 -2.90817
42840 -1.31144 -2.0581
42850 0.203818 0.31986
42860 -0.0134424 -0.0210957
42870 -0.743542 -1.16687
42880 0.46973 0.737168
42890 1.01208 1.5883
42900 -0.880485 -1.38178
42910 -1.97061 -3.09256
42920 -1.57887 -2.47779
42930 -1.39889 -2.19534
42940 -1.5449 -2.42447
42950 -0.791524 -1.24217
42960 -0.596527 -0.936155
42970 -1.17753 -1.84794
42980 -0.329086 -0.516448
42990 0.877498 1.3771
43000 -0.346495 -0.54377
43010 -1.85551 -2.91193
43020 -1.04807 -1.64477
43030 -0.30497 -0.478603
43040 -1.13346 -1.77878
43050 -1.0529 -1.65236
43060 0.183461 0.287913
43070 -0.132949 -0.208643
43080 -0.986609 -1.54833
43090 0.131824 0.206876
43100 1.25289 1.96621
43110 -0.0351014 -0.0550861
43120 -0.961908 -1.50956
43130 -0.505068 -0.792624
43140 -0.740489 -1.16208
43150 -0.937014 -1.4705
43160 0.339576 0.532911
43170 0.238954 0.375001
43180 -2.26295 -3.55135
43190 -2.91059 -4.56772
43200 -1.40004 -2.19714
43210 -1.74507 -2.73861
43220 -2.69548 -4.23013
43230 -1.65164 -2.59199
43240 0.00754751 0.0118446
43250 -0.913246 -1.4332
43260 -1.81927 -2.85506
43270 -0.867571 -1.36152
43280 -0.324615 -0.509433
43290 -0.619564 -0.972308
43300 0.449352 0.705187
43310 1.99372 3.12883
43320 1.0598 1.66319
43330 0.407459 0.639443
43340 1.21578 1.90797
43350 0.249227 0.391122
43360 -1.41086 -2.21412
43370 -1.01169 -1.58769
43380 -0.176057 -0.276293
43390 -1.00353 -1.57488
43400 -1.81328 -2.84566
43410 -0.613759 -0.963198
43420 0.195864 0.307378
43430 -1.02542 -1.60924
43440 -1.70295 -2.67251
43450 -0.917146 -1.43932
43460 -0.789598 -1.23915
43470 -1.33986 -2.1027
43480 -0.754414 -1.18393
43490 -0.741373 -1.16347
43500 -1.68 -2.63649
43510 -1.69023 -2.65256
43520 -1.02726 -1.61212
43530 -1.49461 -2.34556
43540 -2.06225 -3.23637
43550 -1.23842 -1.94351
43560 -0.54499 -0.855277
43570 -0.789583 -1.23913
43580 -0.467316 -0.733379
43590 0.49607 0.778504
43600 -0.610272 -0.957726
43610 -2.70445 -4.24421
43620 -3.06609 -4.81174
43630 -1.88881 -2.96418
43640 -1.21959 -1.91396
43650 -0.562864 -0.883327
43660 0.375788 0.58974
43670 0.377359 0.592206
43680 -0.379695 -0.595871
43690 -0.346022 -0.543027
43700 -0.688261 -1.08012
43710 -1.86453 -2.92608
43720 -1.64727 -2.58513
43730 -0.765941 -1.20202
43740 -1.66529 -2.6134
43750 -3.00989 -4.72354
43760 -2.14627 -3.36824
43770 -0.423539 -0.664677
43780 -0.609018 -0.955758
43790 -0.976932 -1.53314
43800 -0.0358021 -0.0561857
43810 -0.256374 -0.402339
43820 -1.66501 -2.61297
43830 -1.58004 -2.47962
43840 -0.846684 -1.32874
43850 -1.41557 -2.22152
43860 -1.41391 -2.21891
43870 0.255136 0.400397
43880 0.611337 0.959398
43890 -0.859477 -1.34881
43900 -1.09936 -1.72528
43910 0.0467234 0.073325
43920 -0.382433 -0.600169
43930 -1.14192 -1.79206
43940 0.150556 0.236274
43950 0.387613 0.608297
43960 -1.96701 -3.0869
43970 -2.91344 -4.57218
43980 -0.91482 -1.43567
43990 0.152767 0.239743
44000 -0.963781 -1.5125
44010 -0.766554 -1.20299
44020 -0.319507 -0.501416
44030 -1.37815 -2.1628
44040 -1.84645 -2.89771
44050 0.0823844 0.129289
44060 1.57083 2.46517
44070 1.0441 1.63855
44080 1.32146 2.07382
44090 1.61553 2.53532
44100 -0.13033 -0.204533
44110 -1.43494 -2.25191
44120 -0.155664 -0.244289
44130 1.18118 1.85367
44140 0.755109 1.18503
44150 0.558332 0.876214
44160 0.680543 1.068
44170 -0.619662 -0.972461
44180 -2.14174 -3.36113
44190 -1.53374 -2.40696
44200 0.255973 0.40171
44210 0.323717 0.508023
44220 -0.69812 -1.09559
44230 -1.58459 -2.48677
44240 -2.58039 -4.04952
44250 -2.77628 -4.35694
44260 -1.99654 -3.13325
44270 -1.32513 -2.07958
44280 -1.2736 -1.99872
44290 -1.15258 -1.80879
44300 -0.315085 -0.494476
44310 -0.158854 -0.249296
44320 -0.545605 -0.856241
44330 -0.507066 -0.795761
44340 -0.809891 -1.271
44350 -1.30461 -2.04738
44360 -1.44639 -2.26988
44370 -0.678504 -1.0648
44380 -0.154567 -0.242569
44390 0.242057 0.379871
44400 0.652968 1.02473
44410 0.54058 0.848355
44420 0.228066 0.357914
44430 -0.112685 -0.176842
44440 -0.872442 -1.36916
44450 -1.85663 -2.91369
44460 -2.08737 -3.2758
44470 -1.4356 -2.25294
44480 -1.12375 -1.76355
44490 -1.13167 -1.77598
44500 -0.233112 -0.365833
44510 0.623817 0.978983
44520 -0.182514 -0.286428
44530 -1.12097 -1.75919
44540 -0.937797 -1.47173
44550 0.102717 0.161197
44560 0.749288 1.17589
44570 1.66099 2.60666
44580 1.25901 1.97582
44590 0.383777 0.602277
44600 0.526259 0.825881
44610 1.16643 1.83052
44620 1.0344 1.62333
44630 -0.256361 -0.402318
44640 -1.26571 -1.98633
44650 -1.71709 -2.69471
44660 -1.95176 -3.06299
44670 -1.99758 -3.13488
44680 -1.15324 -1.80983
44690 -0.2882 -0.452284
44700 -0.838602 -1.31605
44710 -1.58126 -2.48153
44720 -1.83699 -2.88286
44730 -1.26444 -1.98435
44740 -0.4284 -0.672306
44750 0.309837 0.48624
44760 0.89755 1.40856
44770 0.735023 1.1535
44780 0.570284 0.894971
44790 0.207869 0.326217
44800 -0.280561 -0.440297
44810 -0.857562 -1.34581
44820 -1.26574 -1.98639
44830 -1.69862 -2.66571
44840 -1.27926 -2.00759
44850 -0.49381 -0.774957
44860 -0.263162 -0.412992
44870 -0.030483 -0.0478383
44880 -0.0344442 -0.0540548
44890 -0.126005 -0.197745
44900 -0.232364 -0.364659
44910 -0.057366 -0.0900269
44920 0.054812 0.0860188
44930 -0.00337708 -0.00529979
44940 0.0986127 0.154757
44950 0.586009 0.919648
44960 0.502817 0.789092
44970 -0.428302 -0.672153
44980 -1.0472 -1.64341
44990 -0.909223 -1.42688
45000 -1.0377 -1.62851
45010 -1.47372 -2.31277
45020 -1.0038 -1.5753
45030 0.113636 0.178334
45040 0.163182 0.256088
45050 -0.854782 -1.34145
45060 -1.71193 -2.68661
45070 -1.8261 -2.86578
45080 -1.11862 -1.75549
45090 0.335362 0.526298
45100 1.70163 2.67043
45110 1.09697 1.72152
45120 -0.0512059 -0.0803596
45130 -0.454807 -0.713748
45140 -0.842752 -1.32257
45150 -1.65751 -2.60119
45160 -2.04626 -3.21129
45170 -1.63099 -2.55959
45180 -2.01218 -3.15781
45190 -2.24772 -3.52744
45200 -0.783549 -1.22966
45210 1.40271 2.20133
45220 1.71235 2.68726
45230 0.0957458 0.150258
45240 -1.23814 -1.94306
45250 -1.75529 -2.75464
45260 -1.93513 -3.03689
45270 -1.47671 -2.31747
45280 -0.835184 -1.31069
45290 -1.49058 -2.33923
45300 -2.34002 -3.6723
45310 -1.50664 -2.36443
45320 -0.0931618 -0.146203
45330 -0.0286904 -0.0450251
45340 0.108554 0.170358
45350 0.646535 1.01464
45360 0.39037 0.612625
45370 -0.517689 -0.812431
45380 -0.2826 -0.443496
45390 0.124406 0.195236
45400 -0.640105 -1.00454
45410 -1.51253 -2.37367
45420 -1.49691 -2.34916
45430 -1.3389 -2.10119
45440 -1.20075 -1.88438
45450 -0.881448 -1.38329
45460 -0.727589 -1.14184
45470 -1.28895 -2.0228
45480 -2.10006 -3.29571
45490 -1.9255 -3.02177
45500 -1.5496 -2.43185
45510 -1.07982 -1.69461
45520 -0.448205 -0.703387
45530 -0.463287 -0.727055
45540 -1.56849 -2.4615
45550 -2.07434 -3.25535
45560 -1.47055 -2.3078
45570 -1.22007 -1.91471
45580 -1.24985 -1.96144
45590 -0.925062 -1.45174
45600 -0.463135 -0.726818
45610 -0.969644 -1.5217
45620 -1.33031 -2.08771
45630 -1.17113 -1.8379
45640 -1.56873 -2.46187
45650 -2.0465 -3.21166
45660 -1.76085 -2.76337
45670 -1.96309 -3.08075
45680 -3.09677 -4.8599
45690 -2.76019 -4.33168
45700 -0.871629 -1.36788
45710 -0.650332 -1.02059
45720 -1.63426 -2.56471
45730 -1.63074 -2.55919
45740 -0.945996 -1.48459
45750 -1.36098 -2.13585
45760 -1.80483 -2.8324
45770 -1.14412 -1.79552
45780 -1.09864 -1.72415
45790 -1.71456 -2.69074
45800 -1.10849 -1.7396
45810 0.14428 0.226425
45820 -0.0472337 -0.0741258
45830 -0.23485 -0.36856
45840 1.00503 1.57723
45850 1.47912 2.32124
45860 0.331285 0.519899
45870 0.307126 0.481986
45880 1.04372 1.63795
45890 0.215974 0.338937
45900 -1.15623 -1.81452
45910 -0.569792 -0.894199
45920 0.240663 0.377682
45930 -0.784744 -1.23153
45940 -1.40027 -2.19751
45950 -0.686567 -1.07746
45960 -0.993329 -1.55887
45970 -2.62204 -4.11488
45980 -2.84523 -4.46514
45990 -1.77973 -2.79301
46000 -1.53485 -2.4087
46010 -1.29741 -2.03608
46020 -0.584058 -0.916588
46030 -0.517848 -0.81268
46040 -1.08843 -1.70812
46050 -0.506938 -0.795559
46060 1.00981 1.58475
46070 1.14896 1.80311
46080 0.351042 0.550905
46090 0.182295 0.286083
46100 -0.207366 -0.325429
46110 -1.68871 -2.65017
46120 -2.48383 -3.89799
46130 -1.58477 -2.48705
46140 -0.794938 -1.24753
46150 -0.201137 -0.315653
46160 0.632324 0.992333
46170 1.11628 1.75182
46180 1.01328 1.59018
46190 0.515082 0.80834
46200 0.0558709 0.0876805
46210 -0.460319 -0.722398
46220 -0.583419 -0.915585
46230 -0.0199579 -0.0313209
46240 -0.270022 -0.423757
46250 -1.16106 -1.8221
46260 -1.26759 -1.98929
46270 -1.07854 -1.69261
46280 -1.25575 -1.9707
46290 -1.34515 -2.11101
46300 -0.92429 -1.45053
46310 -0.748257 -1.17427
46320 -1.20146 -1.88551
46330 -1.30704 -2.05119
46340 -0.579144 -0.908876
46350 -0.0176265 -0.027662
46360 0.261125 0.409795
46370 0.567003 0.889821
46380 0.1803 0.282953
46390 -0.979655 -1.53741
46400 -1.11082 -1.74325
46410 -0.302821 -0.47523
46420 -0.120245 -0.188705
46430 -0.516704 -0.810885
46440 -0.302831 -0.475245
46450 -0.524957 -0.823838
46460 -2.02395 -3.17626
46470 -2.93605 -4.60767
46480 -2.05762 -3.22911
46490 -0.834621 -1.30981
46500 -0.40006 -0.627831
46510 0.104216 0.163551
46520 0.260295 0.408492
46530 -0.440634 -0.691506
46540 -1.60615 -2.52059
46550 -1.46664 -2.30166
46560 -0.474477 -0.744617
46570 -0.725474 -1.13852
46580 -1.39061 -2.18234
46590 -1.3954 -2.18986
46600 -1.82387 -2.86228
46610 -2.52835 -3.96785
46620 -1.5459 -2.42604
46630 0.610353 0.957853
46640 1.00161 1.57187
46650 0.206614 0.324248
46660 0.238927 0.374959
46670 -0.259581 -0.407371
46680 -1.32752 -2.08333
46690 -1.86298 -2.92366
46700 -1.33564 -2.09608
46710 -0.987073 -1.54906
46720 -1.54159 -2.41929
46730 -1.31017 -2.0561
46740 -0.00774952 -0.0121617
46750 -0.119746 -0.187923
46760 -0.952953 -1.49551
46770 -0.249104 -0.390929
46780 0.673522 1.05699
46790 0.497072 0.780076
46800 0.269972 0.423678
46810 0.443361 0.695786
46820 -0.190629 -0.299163
46830 -1.21518 -1.90703
46840 -1.09483 -1.71817
46850 -0.136152 -0.213669
46860 0.29057 0.456004
46870 0.282589 0.443479
46880 0.19873 0.311875
46890 -0.429043 -0.673315
46900 -1.16624 -1.83023
46910 -0.988655 -1.55154
46920 -0.404664 -0.635056
46930 -0.652159 -1.02346
46940 -1.52682 -2.3961
46950 -2.15142 -3.37632
46960 -1.9841 -3.11373
46970 -1.3158 -2.06494
46980 -0.669024 -1.04993
46990 -0.731513 -1.14799
47000 -1.20201 -1.88636
47010 -1.12672 -1.76821
47020 -0.688043 -1.07978
47030 -0.643048 -1.00916
47040 -0.432891 -0.679354
47050 0.277263 0.43512
47060 0.262729 0.412311
47070 -0.571772 -0.897306
47080 -0.861325 -1.35171
47090 -0.582082 -0.913486
47100 -0.764982 -1.20052
47110 -0.688484 -1.08047
47120 0.588434 0.923454
47130 1.18932 1.86645
47140 0.717883 1.1266
47150 1.30371 2.04597
47160 1.83601 2.88133
47170 0.465888 0.731138
47180 -0.64661 -1.01475
47190 -0.174169 -0.27333
47200 0.0154652 0.0242702
47210 -0.991044 -1.55529
47220 -0.725378 -1.13837
47230 0.718212 1.12712
47240 0.28138 0.441582
47250 -1.09163 -1.71314
47260 -0.920917 -1.44523
47270 -0.7035 -1.10403
47280 -1.98763 -3.11927
47290 -2.28375 -3.58399
47300 -0.232814 -0.365364
47310 0.677246 1.06283
47320 -0.215454 -0.338121
47330 -0.173687 -0.272575
47340 0.0256246 0.0402138
47350 -1.49914 -2.35266
47360 -2.57235 -4.03689
47370 -1.43585 -2.25334
47380 -0.0418045 -0.0656056
47390 -0.396696 -0.622551
47400 -0.746585 -1.17165
47410 0.0433464 0.0680254
47420 -0.281002 -0.440989
47430 -1.50615 -2.36367
47440 -0.919042 -1.44229
47450 0.483283 0.758437
47460 0.606683 0.952094
47470 0.348559 0.547009
47480 1.35836 2.13173
47490 1.16392 1.82659
47500 -0.744581 -1.1685
47510 -1.55607 -2.442
47520 -1.56015 -2.44842
47530 -1.28771 -2.02086
47540 -0.761637 -1.19527
47550 -0.238891 -0.374902
47560 -0.229944 -0.360862
47570 -0.853756 -1.33984
47580 -0.934259 -1.46617
47590 -0.700765 -1.09974
47600 -0.432761 -0.679151
47610 0.226524 0.355493
47620 0.794651 1.24708
47630 0.241541 0.37906
47640 -0.529673 -0.831238
47650 -0.615383 -0.965746
47660 -0.136203 -0.213749
47670 0.559723 0.878397
47680 1.40257 2.20111
47690 0.959284 1.50545
47700 -0.828292 -1.29987
47710 -1.66691 -2.61595
47720 -1.26157 -1.97983
47730 -1.35579 -2.12771
47740 -2.31631 -3.63509
47750 -2.07138 -3.2507
47760 -1.0628 -1.66789
47770 -0.883665 -1.38677
47780 -0.471492 -0.739932
47790 0.995817 1.56278
47800 0.748607 1.17482
47810 -1.56986 -2.46365
47820 -2.11015 -3.31155
47830 -1.03199 -1.61955
47840 -0.634231 -0.995325
47850 -0.514854 -0.807983
47860 0.666603 1.04613
47870 1.44496 2.26763
47880 0.169856 0.266562
47890 -0.742319 -1.16495
47900 -0.0657196 -0.103137
47910 -0.577794 -0.906756
47920 -1.89697 -2.97699
47930 -1.23527 -1.93856
47940 0.479546 0.752571
47950 0.0434827 0.0682392
47960 -1.27307 -1.99789
47970 -1.28023 -2.00912
47980 -2.04165 -3.20405
47990 -3.72856 -5.85139
48000 -3.58314 -5.62318
48010 -1.33016 -2.08748
48020 -1.04337 -1.63741
48030 -2.54413 -3.99261
48040 -2.29238 -3.59753
48050 -0.761842 -1.19559
48060 -0.192206 -0.301637
48070 0.206795 0.324531
48080 1.5931 2.50012
48090 1.39996 2.19702
48100 -0.648856 -1.01828
48110 -1.48794 -2.33509
48120 -1.41232 -2.21642
48130 -2.0529 -3.2217
48140 -2.34518 -3.68039
48150 -1.50768 -2.36607
48160 -0.593008 -0.930632
48170 -0.662807 -1.04017
48180 -0.556381 -0.873152
48190 -0.224804 -0.352794
48200 -0.935174 -1.46761
48210 -1.91335 -3.0027
48220 -1.89704 -2.9771
48230 -1.75575 -2.75538
48240 -2.11867 -3.32491
48250 -2.10346 -3.30106
48260 -1.57252 -2.46783
48270 -0.943918 -1.48133
48280 -0.582313 -0.913848
48290 -0.157239 -0.246761
48300 -0.65543 -1.02859
48310 -1.02589 -1.60998
48320 -0.502678 -0.788874
48330 0.358029 0.56187
48340 0.14098 0.221246
48350 -0.239256 -0.375475
48360 0.459249 0.720719
48370 0.453687 0.71199
48380 -0.502676 -0.78887
48390 -0.501568 -0.787132
48400 -0.170805 -0.268051
48410 -1.23811 -1.94301
48420 -1.96774 -3.08806
48430 -0.559374 -0.87785
48440 0.380541 0.597199
48450 -0.447956 -0.702997
48460 -1.04415 -1.63863
48470 -0.721872 -1.13286
48480 -1.63362 -2.56371
48490 -2.11061 -3.31227
48500 -0.499914 -0.784536
48510 0.758317 1.19006
48520 -0.481841 -0.756174
48530 -1.58137 -2.48171
48540 -0.359967 -0.564912
48550 -0.302976 -0.475473
48560 -1.99932 -3.13762
48570 -1.5467 -2.4273
48580 0.653502 1.02557
