1 1 5 2 0 0 0
2 1 6 -2 2.085 0 0
3 1 6 -2 0 2.085 0
4 1 5 2 2.085 2.085 0
5 1 6 -2 0 0 2.085
6 1 5 2 2.085 0 2.085
7 1 5 2 0 2.085 2.085
8 1 6 -2 2.085 2.085 2.085

