# Time-averaged data for fix at1
# TimeStep v_zedge v_zrefe
22740 4.79226 0.737525
22750 4.79476 0.737525
22760 4.79726 0.737525
22770 4.79976 0.737525
22780 4.80226 0.737525
22790 4.80476 0.737525
22800 4.80726 0.737525
22810 4.80976 0.737525
22820 4.81226 0.737525
22830 4.81476 0.737525
22840 4.81726 0.737525
22850 4.81976 0.737525
22860 4.82226 0.737525
22870 4.82476 0.737525
22880 4.82726 0.737525
22890 4.82976 0.737525
22900 4.83226 0.737525
22910 4.83476 0.737525
22920 4.83726 0.737525
22930 4.83976 0.737525
22940 4.84226 0.737525
22950 4.84476 0.737525
22960 4.84726 0.737525
22970 4.84976 0.737525
22980 4.85226 0.737525
22990 4.85476 0.737525
23000 4.85726 0.737525
23010 4.85976 0.737525
23020 4.86226 0.737525
23030 4.86476 0.737525
23040 4.86726 0.737525
23050 4.86976 0.737525
23060 4.87226 0.737525
23070 4.87476 0.737525
23080 4.87726 0.737525
23090 4.87976 0.737525
23100 4.88226 0.737525
23110 4.88476 0.737525
23120 4.88726 0.737525
23130 4.88976 0.737525
23140 4.89226 0.737525
23150 4.89476 0.737525
23160 4.89726 0.737525
23170 4.89976 0.737525
23180 4.90226 0.737525
23190 4.90476 0.737525
23200 4.90726 0.737525
23210 4.90976 0.737525
23220 4.91226 0.737525
23230 4.91476 0.737525
23240 4.91726 0.737525
23250 4.91976 0.737525
23260 4.92226 0.737525
23270 4.92476 0.737525
23280 4.92726 0.737525
23290 4.92976 0.737525
23300 4.93226 0.737525
23310 4.93476 0.737525
23320 4.93726 0.737525
23330 4.93976 0.737525
23340 4.94226 0.737525
23350 4.94476 0.737525
23360 4.94726 0.737525
23370 4.94976 0.737525
23380 4.95226 0.737525
23390 4.95476 0.737525
23400 4.95726 0.737525
23410 4.95976 0.737525
23420 4.96226 0.737525
23430 4.96476 0.737525
23440 4.96726 0.737525
23450 4.96976 0.737525
23460 4.97226 0.737525
23470 4.97476 0.737525
23480 4.97726 0.737525
23490 4.97976 0.737525
23500 4.98226 0.737525
23510 4.98476 0.737525
23520 4.98726 0.737525
23530 4.98976 0.737525
23540 4.99226 0.737525
23550 4.99476 0.737525
23560 4.99726 0.737525
23570 4.99976 0.737525
23580 5.00226 0.737525
23590 5.00476 0.737525
23600 5.00726 0.737525
23610 5.00976 0.737525
23620 5.01226 0.737525
23630 5.01476 0.737525
23640 5.01726 0.737525
23650 5.01976 0.737525
23660 5.02226 0.737525
23670 5.02476 0.737525
23680 5.02726 0.737525
23690 5.02976 0.737525
23700 5.03226 0.737525
23710 5.03476 0.737525
23720 5.03726 0.737525
23730 5.03976 0.737525
23740 5.04226 0.737525
23750 5.04476 0.737525
23760 5.04726 0.737525
23770 5.04976 0.737525
23780 5.05226 0.737525
23790 5.05476 0.737525
23800 5.05726 0.737525
23810 5.05976 0.737525
23820 5.06226 0.737525
23830 5.06476 0.737525
23840 5.06726 0.737525
23850 5.06976 0.737525
23860 5.07226 0.737525
23870 5.07476 0.737525
23880 5.07726 0.737525
23890 5.07976 0.737525
23900 5.08226 0.737525
23910 5.08476 0.737525
23920 5.08726 0.737525
23930 5.08976 0.737525
23940 5.09226 0.737525
23950 5.09476 0.737525
23960 5.09726 0.737525
23970 5.09976 0.737525
23980 5.10226 0.737525
23990 5.10476 0.737525
24000 5.10726 0.737525
24010 5.10976 0.737525
24020 5.11226 0.737525
24030 5.11476 0.737525
24040 5.11726 0.737525
24050 5.11976 0.737525
24060 5.12226 0.737525
24070 5.12476 0.737525
24080 5.12726 0.737525
24090 5.12976 0.737525
24100 5.13226 0.737525
24110 5.13476 0.737525
24120 5.13726 0.737525
24130 5.13976 0.737525
24140 5.14226 0.737525
24150 5.14476 0.737525
24160 5.14726 0.737525
24170 5.14976 0.737525
24180 5.15226 0.737525
24190 5.15476 0.737525
24200 5.15726 0.737525
24210 5.15976 0.737525
24220 5.16226 0.737525
24230 5.16476 0.737525
24240 5.16726 0.737525
24250 5.16976 0.737525
24260 5.17226 0.737525
24270 5.17476 0.737525
24280 5.17726 0.737525
24290 5.17976 0.737525
24300 5.18226 0.737525
24310 5.18476 0.737525
24320 5.18726 0.737525
24330 5.18976 0.737525
24340 5.19226 0.737525
24350 5.19476 0.737525
24360 5.19726 0.737525
24370 5.19976 0.737525
24380 5.20226 0.737525
24390 5.20476 0.737525
24400 5.20726 0.737525
24410 5.20976 0.737525
24420 5.21226 0.737525
24430 5.21476 0.737525
24440 5.21726 0.737525
24450 5.21976 0.737525
24460 5.22226 0.737525
24470 5.22476 0.737525
24480 5.22726 0.737525
24490 5.22976 0.737525
24500 5.23226 0.737525
24510 5.23476 0.737525
24520 5.23726 0.737525
24530 5.23976 0.737525
24540 5.24226 0.737525
24550 5.24476 0.737525
24560 5.24726 0.737525
24570 5.24976 0.737525
24580 5.25226 0.737525
24590 5.25476 0.737525
24600 5.25726 0.737525
24610 5.25976 0.737525
24620 5.26226 0.737525
24630 5.26476 0.737525
24640 5.26726 0.737525
24650 5.26976 0.737525
24660 5.27226 0.737525
24670 5.27476 0.737525
24680 5.27726 0.737525
24690 5.27976 0.737525
24700 5.28226 0.737525
24710 5.28476 0.737525
24720 5.28726 0.737525
24730 5.28976 0.737525
24740 5.29226 0.737525
24750 5.29476 0.737525
24760 5.29726 0.737525
24770 5.29976 0.737525
24780 5.30226 0.737525
24790 5.30476 0.737525
24800 5.30726 0.737525
24810 5.30976 0.737525
24820 5.31226 0.737525
24830 5.31476 0.737525
24840 5.31726 0.737525
24850 5.31976 0.737525
24860 5.32226 0.737525
24870 5.32476 0.737525
24880 5.32726 0.737525
24890 5.32976 0.737525
24900 5.33226 0.737525
24910 5.33476 0.737525
24920 5.33726 0.737525
24930 5.33976 0.737525
24940 5.34226 0.737525
24950 5.34476 0.737525
24960 5.34726 0.737525
24970 5.34976 0.737525
24980 5.35226 0.737525
24990 5.35476 0.737525
25000 5.35726 0.737525
25010 5.35976 0.737525
25020 5.36226 0.737525
25030 5.36476 0.737525
25040 5.36726 0.737525
25050 5.36976 0.737525
25060 5.37226 0.737525
25070 5.37476 0.737525
25080 5.37726 0.737525
25090 5.37976 0.737525
25100 5.38226 0.737525
25110 5.38476 0.737525
25120 5.38726 0.737525
25130 5.38976 0.737525
25140 5.39226 0.737525
25150 5.39476 0.737525
25160 5.39726 0.737525
25170 5.39976 0.737525
25180 5.40226 0.737525
25190 5.40476 0.737525
25200 5.40726 0.737525
25210 5.40976 0.737525
25220 5.41226 0.737525
25230 5.41476 0.737525
25240 5.41726 0.737525
25250 5.41976 0.737525
25260 5.42226 0.737525
25270 5.42476 0.737525
25280 5.42726 0.737525
25290 5.42976 0.737525
25300 5.43226 0.737525
25310 5.43476 0.737525
25320 5.43726 0.737525
25330 5.43976 0.737525
25340 5.44226 0.737525
25350 5.44476 0.737525
25360 5.44726 0.737525
25370 5.44976 0.737525
25380 5.45226 0.737525
25390 5.45476 0.737525
25400 5.45726 0.737525
25410 5.45976 0.737525
25420 5.46226 0.737525
25430 5.46476 0.737525
25440 5.46726 0.737525
25450 5.46976 0.737525
25460 5.47226 0.737525
25470 5.47476 0.737525
25480 5.47726 0.737525
25490 5.47976 0.737525
25500 5.48226 0.737525
25510 5.48476 0.737525
25520 5.48726 0.737525
25530 5.48976 0.737525
25540 5.49226 0.737525
25550 5.49476 0.737525
25560 5.49726 0.737525
25570 5.49976 0.737525
25580 5.50226 0.737525
25590 5.50476 0.737525
25600 5.50726 0.737525
25610 5.50976 0.737525
25620 5.51226 0.737525
25630 5.51476 0.737525
25640 5.51726 0.737525
25650 5.51976 0.737525
25660 5.52226 0.737525
25670 5.52476 0.737525
25680 5.52726 0.737525
25690 5.52976 0.737525
25700 5.53226 0.737525
25710 5.53476 0.737525
25720 5.53726 0.737525
25730 5.53976 0.737525
25740 5.54226 0.737525
25750 5.54476 0.737525
25760 5.54726 0.737525
25770 5.54976 0.737525
25780 5.55226 0.737525
25790 5.55476 0.737525
25800 5.55726 0.737525
25810 5.55976 0.737525
25820 5.56226 0.737525
25830 5.56476 0.737525
25840 5.56726 0.737525
25850 5.56976 0.737525
25860 5.57226 0.737525
25870 5.57476 0.737525
25880 5.57726 0.737525
25890 5.57976 0.737525
25900 5.58226 0.737525
25910 5.58476 0.737525
25920 5.58726 0.737525
25930 5.58976 0.737525
25940 5.59226 0.737525
25950 5.59476 0.737525
25960 5.59726 0.737525
25970 5.59976 0.737525
25980 5.60226 0.737525
25990 5.60476 0.737525
26000 5.60726 0.737525
26010 5.60976 0.737525
26020 5.61226 0.737525
26030 5.61476 0.737525
26040 5.61726 0.737525
26050 5.61976 0.737525
26060 5.62226 0.737525
26070 5.62476 0.737525
26080 5.62726 0.737525
26090 5.62976 0.737525
26100 5.63226 0.737525
26110 5.63476 0.737525
26120 5.63726 0.737525
26130 5.63976 0.737525
26140 5.64226 0.737525
26150 5.64476 0.737525
26160 5.64726 0.737525
26170 5.64976 0.737525
26180 5.65226 0.737525
26190 5.65476 0.737525
26200 5.65726 0.737525
26210 5.65976 0.737525
26220 5.66226 0.737525
26230 5.66476 0.737525
26240 5.66726 0.737525
26250 5.66976 0.737525
26260 5.67226 0.737525
26270 5.67476 0.737525
26280 5.67726 0.737525
26290 5.67976 0.737525
26300 5.68226 0.737525
26310 5.68476 0.737525
26320 5.68726 0.737525
26330 5.68976 0.737525
26340 5.69226 0.737525
26350 5.69476 0.737525
26360 5.69726 0.737525
26370 5.69976 0.737525
26380 5.70226 0.737525
26390 5.70476 0.737525
26400 5.70726 0.737525
26410 5.70976 0.737525
26420 5.71226 0.737525
26430 5.71476 0.737525
26440 5.71726 0.737525
26450 5.71976 0.737525
26460 5.72226 0.737525
26470 5.72476 0.737525
26480 5.72726 0.737525
26490 5.72976 0.737525
26500 5.73226 0.737525
26510 5.73476 0.737525
26520 5.73726 0.737525
26530 5.73976 0.737525
26540 5.74226 0.737525
26550 5.74476 0.737525
26560 5.74726 0.737525
26570 5.74976 0.737525
26580 5.75226 0.737525
26590 5.75476 0.737525
26600 5.75726 0.737525
26610 5.75976 0.737525
26620 5.76226 0.737525
26630 5.76476 0.737525
26640 5.76726 0.737525
26650 5.76976 0.737525
26660 5.77226 0.737525
26670 5.77476 0.737525
26680 5.77726 0.737525
26690 5.77976 0.737525
26700 5.78226 0.737525
26710 5.78476 0.737525
26720 5.78726 0.737525
26730 5.78976 0.737525
26740 5.79226 0.737525
26750 5.79476 0.737525
26760 5.79726 0.737525
26770 5.79976 0.737525
26780 5.80226 0.737525
26790 5.80476 0.737525
26800 5.80726 0.737525
26810 5.80976 0.737525
26820 5.81226 0.737525
26830 5.81476 0.737525
26840 5.81726 0.737525
26850 5.81976 0.737525
26860 5.82226 0.737525
26870 5.82476 0.737525
26880 5.82726 0.737525
26890 5.82976 0.737525
26900 5.83226 0.737525
26910 5.83476 0.737525
26920 5.83726 0.737525
26930 5.83976 0.737525
26940 5.84226 0.737525
26950 5.84476 0.737525
26960 5.84726 0.737525
26970 5.84976 0.737525
26980 5.85226 0.737525
26990 5.85476 0.737525
27000 5.85726 0.737525
27010 5.85976 0.737525
27020 5.86226 0.737525
27030 5.86476 0.737525
27040 5.86726 0.737525
27050 5.86976 0.737525
27060 5.87226 0.737525
27070 5.87476 0.737525
27080 5.87726 0.737525
27090 5.87976 0.737525
27100 5.88226 0.737525
27110 5.88476 0.737525
27120 5.88726 0.737525
27130 5.88976 0.737525
27140 5.89226 0.737525
27150 5.89476 0.737525
27160 5.89726 0.737525
27170 5.89976 0.737525
27180 5.90226 0.737525
27190 5.90476 0.737525
27200 5.90726 0.737525
27210 5.90976 0.737525
27220 5.91226 0.737525
27230 5.91476 0.737525
27240 5.91726 0.737525
27250 5.91976 0.737525
27260 5.92226 0.737525
27270 5.92476 0.737525
27280 5.92726 0.737525
27290 5.92976 0.737525
27300 5.93226 0.737525
27310 5.93476 0.737525
27320 5.93726 0.737525
27330 5.93976 0.737525
27340 5.94226 0.737525
27350 5.94476 0.737525
27360 5.94726 0.737525
27370 5.94976 0.737525
27380 5.95226 0.737525
27390 5.95476 0.737525
27400 5.95726 0.737525
27410 5.95976 0.737525
27420 5.96226 0.737525
27430 5.96476 0.737525
27440 5.96726 0.737525
27450 5.96976 0.737525
27460 5.97226 0.737525
27470 5.97476 0.737525
27480 5.97726 0.737525
27490 5.97976 0.737525
27500 5.98226 0.737525
27510 5.98476 0.737525
27520 5.98726 0.737525
27530 5.98976 0.737525
27540 5.99226 0.737525
27550 5.99476 0.737525
27560 5.99726 0.737525
27570 5.99976 0.737525
27580 6.00226 0.737525
27590 6.00476 0.737525
27600 6.00726 0.737525
27610 6.00976 0.737525
27620 6.01226 0.737525
27630 6.01476 0.737525
27640 6.01726 0.737525
27650 6.01976 0.737525
27660 6.02226 0.737525
27670 6.02476 0.737525
27680 6.02726 0.737525
27690 6.02976 0.737525
27700 6.03226 0.737525
27710 6.03476 0.737525
27720 6.03726 0.737525
27730 6.03976 0.737525
27740 6.04226 0.737525
27750 6.04476 0.737525
27760 6.04726 0.737525
27770 6.04976 0.737525
27780 6.05226 0.737525
27790 6.05476 0.737525
27800 6.05726 0.737525
27810 6.05976 0.737525
27820 6.06226 0.737525
27830 6.06476 0.737525
27840 6.06726 0.737525
27850 6.06976 0.737525
27860 6.07226 0.737525
27870 6.07476 0.737525
27880 6.07726 0.737525
27890 6.07976 0.737525
27900 6.08226 0.737525
27910 6.08476 0.737525
27920 6.08726 0.737525
27930 6.08976 0.737525
27940 6.09226 0.737525
27950 6.09476 0.737525
27960 6.09726 0.737525
27970 6.09976 0.737525
27980 6.10226 0.737525
27990 6.10476 0.737525
28000 6.10726 0.737525
28010 6.10976 0.737525
28020 6.11226 0.737525
28030 6.11476 0.737525
28040 6.11726 0.737525
28050 6.11976 0.737525
28060 6.12226 0.737525
28070 6.12476 0.737525
28080 6.12726 0.737525
28090 6.12976 0.737525
28100 6.13226 0.737525
28110 6.13476 0.737525
28120 6.13726 0.737525
28130 6.13976 0.737525
28140 6.14226 0.737525
28150 6.14476 0.737525
28160 6.14726 0.737525
28170 6.14976 0.737525
28180 6.15226 0.737525
28190 6.15476 0.737525
28200 6.15726 0.737525
28210 6.15976 0.737525
28220 6.16226 0.737525
28230 6.16476 0.737525
28240 6.16726 0.737525
28250 6.16976 0.737525
28260 6.17226 0.737525
28270 6.17476 0.737525
28280 6.17726 0.737525
28290 6.17976 0.737525
28300 6.18226 0.737525
28310 6.18476 0.737525
28320 6.18726 0.737525
28330 6.18976 0.737525
28340 6.19226 0.737525
28350 6.19476 0.737525
28360 6.19726 0.737525
28370 6.19976 0.737525
28380 6.20226 0.737525
28390 6.20476 0.737525
28400 6.20726 0.737525
28410 6.20976 0.737525
28420 6.21226 0.737525
28430 6.21476 0.737525
28440 6.21726 0.737525
28450 6.21976 0.737525
28460 6.22226 0.737525
28470 6.22476 0.737525
28480 6.22726 0.737525
28490 6.22976 0.737525
28500 6.23226 0.737525
28510 6.23476 0.737525
28520 6.23726 0.737525
28530 6.23976 0.737525
28540 6.24226 0.737525
28550 6.24476 0.737525
28560 6.24726 0.737525
28570 6.24976 0.737525
28580 6.25226 0.737525
28590 6.25476 0.737525
28600 6.25726 0.737525
28610 6.25976 0.737525
28620 6.26226 0.737525
28630 6.26476 0.737525
28640 6.26726 0.737525
28650 6.26976 0.737525
28660 6.27226 0.737525
28670 6.27476 0.737525
28680 6.27726 0.737525
28690 6.27976 0.737525
28700 6.28226 0.737525
28710 6.28476 0.737525
28720 6.28726 0.737525
28730 6.28976 0.737525
28740 6.29226 0.737525
28750 6.29476 0.737525
28760 6.29726 0.737525
28770 6.29976 0.737525
28780 6.30226 0.737525
28790 6.30476 0.737525
28800 6.30726 0.737525
28810 6.30976 0.737525
28820 6.31226 0.737525
28830 6.31476 0.737525
28840 6.31726 0.737525
28850 6.31976 0.737525
28860 6.32226 0.737525
28870 6.32476 0.737525
28880 6.32726 0.737525
28890 6.32976 0.737525
28900 6.33226 0.737525
28910 6.33476 0.737525
28920 6.33726 0.737525
28930 6.33976 0.737525
28940 6.34226 0.737525
28950 6.34476 0.737525
28960 6.34726 0.737525
28970 6.34976 0.737525
28980 6.35226 0.737525
28990 6.35476 0.737525
29000 6.35726 0.737525
29010 6.35976 0.737525
29020 6.36226 0.737525
29030 6.36476 0.737525
29040 6.36726 0.737525
29050 6.36976 0.737525
29060 6.37226 0.737525
29070 6.37476 0.737525
29080 6.37726 0.737525
29090 6.37976 0.737525
29100 6.38226 0.737525
29110 6.38476 0.737525
29120 6.38726 0.737525
29130 6.38976 0.737525
29140 6.39226 0.737525
29150 6.39476 0.737525
29160 6.39726 0.737525
29170 6.39976 0.737525
29180 6.40226 0.737525
29190 6.40476 0.737525
29200 6.40726 0.737525
29210 6.40976 0.737525
29220 6.41226 0.737525
29230 6.41476 0.737525
29240 6.41726 0.737525
29250 6.41976 0.737525
29260 6.42226 0.737525
29270 6.42476 0.737525
29280 6.42726 0.737525
29290 6.42976 0.737525
29300 6.43226 0.737525
29310 6.43476 0.737525
29320 6.43726 0.737525
29330 6.43976 0.737525
29340 6.44226 0.737525
29350 6.44476 0.737525
29360 6.44726 0.737525
29370 6.44976 0.737525
29380 6.45226 0.737525
29390 6.45476 0.737525
29400 6.45726 0.737525
29410 6.45976 0.737525
29420 6.46226 0.737525
29430 6.46476 0.737525
29440 6.46726 0.737525
29450 6.46976 0.737525
29460 6.47226 0.737525
29470 6.47476 0.737525
29480 6.47726 0.737525
29490 6.47976 0.737525
29500 6.48226 0.737525
29510 6.48476 0.737525
29520 6.48726 0.737525
29530 6.48976 0.737525
29540 6.49226 0.737525
29550 6.49476 0.737525
29560 6.49726 0.737525
29570 6.49976 0.737525
29580 6.50226 0.737525
29590 6.50476 0.737525
29600 6.50726 0.737525
29610 6.50976 0.737525
29620 6.51226 0.737525
29630 6.51476 0.737525
29640 6.51726 0.737525
29650 6.51976 0.737525
29660 6.52226 0.737525
29670 6.52476 0.737525
29680 6.52726 0.737525
29690 6.52976 0.737525
29700 6.53226 0.737525
29710 6.53476 0.737525
29720 6.53726 0.737525
29730 6.53976 0.737525
29740 6.54226 0.737525
29750 6.54476 0.737525
29760 6.54726 0.737525
29770 6.54976 0.737525
29780 6.55226 0.737525
29790 6.55476 0.737525
29800 6.55726 0.737525
29810 6.55976 0.737525
29820 6.56226 0.737525
29830 6.56476 0.737525
29840 6.56726 0.737525
29850 6.56976 0.737525
29860 6.57226 0.737525
29870 6.57476 0.737525
29880 6.57726 0.737525
29890 6.57976 0.737525
29900 6.58226 0.737525
29910 6.58476 0.737525
29920 6.58726 0.737525
29930 6.58976 0.737525
29940 6.59226 0.737525
29950 6.59476 0.737525
29960 6.59726 0.737525
29970 6.59976 0.737525
29980 6.60226 0.737525
29990 6.60476 0.737525
30000 6.60726 0.737525
30010 6.60976 0.737525
30020 6.61226 0.737525
30030 6.61476 0.737525
30040 6.61726 0.737525
30050 6.61976 0.737525
30060 6.62226 0.737525
30070 6.62476 0.737525
30080 6.62726 0.737525
30090 6.62976 0.737525
30100 6.63226 0.737525
30110 6.63476 0.737525
30120 6.63726 0.737525
30130 6.63976 0.737525
30140 6.64226 0.737525
30150 6.64476 0.737525
30160 6.64726 0.737525
30170 6.64976 0.737525
30180 6.65226 0.737525
30190 6.65476 0.737525
30200 6.65726 0.737525
30210 6.65976 0.737525
30220 6.66226 0.737525
30230 6.66476 0.737525
30240 6.66726 0.737525
30250 6.66976 0.737525
30260 6.67226 0.737525
30270 6.67476 0.737525
30280 6.67726 0.737525
30290 6.67976 0.737525
30300 6.68226 0.737525
30310 6.68476 0.737525
30320 6.68726 0.737525
30330 6.68976 0.737525
30340 6.69226 0.737525
30350 6.69476 0.737525
30360 6.69726 0.737525
30370 6.69976 0.737525
30380 6.70226 0.737525
30390 6.70476 0.737525
30400 6.70726 0.737525
30410 6.70976 0.737525
30420 6.71226 0.737525
30430 6.71476 0.737525
30440 6.71726 0.737525
30450 6.71976 0.737525
30460 6.72226 0.737525
30470 6.72476 0.737525
30480 6.72726 0.737525
30490 6.72976 0.737525
30500 6.73226 0.737525
30510 6.73476 0.737525
30520 6.73726 0.737525
30530 6.73976 0.737525
30540 6.74226 0.737525
30550 6.74476 0.737525
30560 6.74726 0.737525
30570 6.74976 0.737525
30580 6.75226 0.737525
30590 6.75476 0.737525
30600 6.75726 0.737525
30610 6.75976 0.737525
30620 6.76226 0.737525
30630 6.76476 0.737525
30640 6.76726 0.737525
30650 6.76976 0.737525
30660 6.77226 0.737525
30670 6.77476 0.737525
30680 6.77726 0.737525
