# Time-averaged data for fix at1
# TimeStep v_zedge v_zrefe
39640 9.01726 0.737525
39650 9.01976 0.737525
39660 9.02226 0.737525
39670 9.02476 0.737525
39680 9.02726 0.737525
39690 9.02976 0.737525
39700 9.03226 0.737525
39710 9.03476 0.737525
39720 9.03726 0.737525
39730 9.03976 0.737525
39740 9.04226 0.737525
39750 9.04476 0.737525
39760 9.04726 0.737525
39770 9.04976 0.737525
39780 9.05226 0.737525
39790 9.05476 0.737525
39800 9.05726 0.737525
39810 9.05976 0.737525
39820 9.06226 0.737525
39830 9.06476 0.737525
39840 9.06726 0.737525
39850 9.06976 0.737525
39860 9.07226 0.737525
39870 9.07476 0.737525
39880 9.07726 0.737525
39890 9.07976 0.737525
39900 9.08226 0.737525
39910 9.08476 0.737525
39920 9.08726 0.737525
39930 9.08976 0.737525
39940 9.09226 0.737525
39950 9.09476 0.737525
39960 9.09726 0.737525
39970 9.09976 0.737525
39980 9.10226 0.737525
39990 9.10476 0.737525
40000 9.10726 0.737525
40010 9.10976 0.737525
40020 9.11226 0.737525
40030 9.11476 0.737525
40040 9.11726 0.737525
40050 9.11976 0.737525
40060 9.12226 0.737525
40070 9.12476 0.737525
40080 9.12726 0.737525
40090 9.12976 0.737525
40100 9.13226 0.737525
40110 9.13476 0.737525
40120 9.13726 0.737525
40130 9.13976 0.737525
40140 9.14226 0.737525
40150 9.14476 0.737525
40160 9.14726 0.737525
40170 9.14976 0.737525
40180 9.15226 0.737525
40190 9.15476 0.737525
40200 9.15726 0.737525
40210 9.15976 0.737525
40220 9.16226 0.737525
40230 9.16476 0.737525
40240 9.16726 0.737525
40250 9.16976 0.737525
40260 9.17226 0.737525
40270 9.17476 0.737525
40280 9.17726 0.737525
40290 9.17976 0.737525
40300 9.18226 0.737525
40310 9.18476 0.737525
40320 9.18726 0.737525
40330 9.18976 0.737525
40340 9.19226 0.737525
40350 9.19476 0.737525
40360 9.19726 0.737525
40370 9.19976 0.737525
40380 9.20226 0.737525
40390 9.20476 0.737525
40400 9.20726 0.737525
40410 9.20976 0.737525
40420 9.21226 0.737525
40430 9.21476 0.737525
40440 9.21726 0.737525
40450 9.21976 0.737525
40460 9.22226 0.737525
40470 9.22476 0.737525
40480 9.22726 0.737525
40490 9.22976 0.737525
40500 9.23226 0.737525
40510 9.23476 0.737525
40520 9.23726 0.737525
40530 9.23976 0.737525
40540 9.24226 0.737525
40550 9.24476 0.737525
40560 9.24726 0.737525
40570 9.24976 0.737525
40580 9.25226 0.737525
40590 9.25476 0.737525
40600 9.25726 0.737525
40610 9.25976 0.737525
40620 9.26226 0.737525
40630 9.26476 0.737525
40640 9.26726 0.737525
40650 9.26976 0.737525
40660 9.27226 0.737525
40670 9.27476 0.737525
40680 9.27726 0.737525
40690 9.27976 0.737525
40700 9.28226 0.737525
40710 9.28476 0.737525
40720 9.28726 0.737525
40730 9.28976 0.737525
40740 9.29226 0.737525
40750 9.29476 0.737525
40760 9.29726 0.737525
40770 9.29976 0.737525
40780 9.30226 0.737525
40790 9.30476 0.737525
40800 9.30726 0.737525
40810 9.30976 0.737525
40820 9.31226 0.737525
40830 9.31476 0.737525
40840 9.31726 0.737525
40850 9.31976 0.737525
40860 9.32226 0.737525
40870 9.32476 0.737525
40880 9.32726 0.737525
40890 9.32976 0.737525
40900 9.33226 0.737525
40910 9.33476 0.737525
40920 9.33726 0.737525
40930 9.33976 0.737525
40940 9.34226 0.737525
40950 9.34476 0.737525
40960 9.34726 0.737525
40970 9.34976 0.737525
40980 9.35226 0.737525
40990 9.35476 0.737525
41000 9.35726 0.737525
41010 9.35976 0.737525
41020 9.36226 0.737525
41030 9.36476 0.737525
41040 9.36726 0.737525
41050 9.36976 0.737525
41060 9.37226 0.737525
41070 9.37476 0.737525
41080 9.37726 0.737525
41090 9.37976 0.737525
41100 9.38226 0.737525
41110 9.38476 0.737525
41120 9.38726 0.737525
41130 9.38976 0.737525
41140 9.39226 0.737525
41150 9.39476 0.737525
41160 9.39726 0.737525
41170 9.39976 0.737525
41180 9.40226 0.737525
41190 9.40476 0.737525
41200 9.40726 0.737525
41210 9.40976 0.737525
41220 9.41226 0.737525
41230 9.41476 0.737525
41240 9.41726 0.737525
41250 9.41976 0.737525
41260 9.42226 0.737525
41270 9.42476 0.737525
41280 9.42726 0.737525
41290 9.42976 0.737525
41300 9.43226 0.737525
41310 9.43476 0.737525
41320 9.43726 0.737525
41330 9.43976 0.737525
41340 9.44226 0.737525
41350 9.44476 0.737525
41360 9.44726 0.737525
41370 9.44976 0.737525
41380 9.45226 0.737525
41390 9.45476 0.737525
41400 9.45726 0.737525
41410 9.45976 0.737525
41420 9.46226 0.737525
41430 9.46476 0.737525
41440 9.46726 0.737525
41450 9.46976 0.737525
41460 9.47226 0.737525
41470 9.47476 0.737525
41480 9.47726 0.737525
41490 9.47976 0.737525
41500 9.48226 0.737525
41510 9.48476 0.737525
41520 9.48726 0.737525
41530 9.48976 0.737525
41540 9.49226 0.737525
41550 9.49476 0.737525
41560 9.49726 0.737525
41570 9.49976 0.737525
41580 9.50226 0.737525
41590 9.50476 0.737525
41600 9.50726 0.737525
41610 9.50976 0.737525
41620 9.51226 0.737525
41630 9.51476 0.737525
41640 9.51726 0.737525
41650 9.51976 0.737525
41660 9.52226 0.737525
41670 9.52476 0.737525
41680 9.52726 0.737525
41690 9.52976 0.737525
41700 9.53226 0.737525
41710 9.53476 0.737525
41720 9.53726 0.737525
41730 9.53976 0.737525
41740 9.54226 0.737525
41750 9.54476 0.737525
41760 9.54726 0.737525
41770 9.54976 0.737525
41780 9.55226 0.737525
41790 9.55476 0.737525
41800 9.55726 0.737525
41810 9.55976 0.737525
41820 9.56226 0.737525
41830 9.56476 0.737525
41840 9.56726 0.737525
41850 9.56976 0.737525
41860 9.57226 0.737525
41870 9.57476 0.737525
41880 9.57726 0.737525
41890 9.57976 0.737525
41900 9.58226 0.737525
41910 9.58476 0.737525
41920 9.58726 0.737525
41930 9.58976 0.737525
41940 9.59226 0.737525
41950 9.59476 0.737525
41960 9.59726 0.737525
41970 9.59976 0.737525
41980 9.60226 0.737525
41990 9.60476 0.737525
42000 9.60726 0.737525
42010 9.60976 0.737525
42020 9.61226 0.737525
42030 9.61476 0.737525
42040 9.61726 0.737525
42050 9.61976 0.737525
42060 9.62226 0.737525
42070 9.62476 0.737525
42080 9.62726 0.737525
42090 9.62976 0.737525
42100 9.63226 0.737525
42110 9.63476 0.737525
42120 9.63726 0.737525
42130 9.63976 0.737525
42140 9.64226 0.737525
42150 9.64476 0.737525
42160 9.64726 0.737525
42170 9.64976 0.737525
42180 9.65226 0.737525
42190 9.65476 0.737525
42200 9.65726 0.737525
42210 9.65976 0.737525
42220 9.66226 0.737525
42230 9.66476 0.737525
42240 9.66726 0.737525
42250 9.66976 0.737525
42260 9.67226 0.737525
42270 9.67476 0.737525
42280 9.67726 0.737525
42290 9.67976 0.737525
42300 9.68226 0.737525
42310 9.68476 0.737525
42320 9.68726 0.737525
42330 9.68976 0.737525
42340 9.69226 0.737525
42350 9.69476 0.737525
42360 9.69726 0.737525
42370 9.69976 0.737525
42380 9.70226 0.737525
42390 9.70476 0.737525
42400 9.70726 0.737525
42410 9.70976 0.737525
42420 9.71226 0.737525
42430 9.71476 0.737525
42440 9.71726 0.737525
42450 9.71976 0.737525
42460 9.72226 0.737525
42470 9.72476 0.737525
42480 9.72726 0.737525
42490 9.72976 0.737525
42500 9.73226 0.737525
42510 9.73476 0.737525
42520 9.73726 0.737525
42530 9.73976 0.737525
42540 9.74226 0.737525
42550 9.74476 0.737525
42560 9.74726 0.737525
42570 9.74976 0.737525
42580 9.75226 0.737525
42590 9.75476 0.737525
42600 9.75726 0.737525
42610 9.75976 0.737525
42620 9.76226 0.737525
42630 9.76476 0.737525
42640 9.76726 0.737525
42650 9.76976 0.737525
42660 9.77226 0.737525
42670 9.77476 0.737525
42680 9.77726 0.737525
42690 9.77976 0.737525
42700 9.78226 0.737525
42710 9.78476 0.737525
42720 9.78726 0.737525
42730 9.78976 0.737525
42740 9.79226 0.737525
42750 9.79476 0.737525
42760 9.79726 0.737525
42770 9.79976 0.737525
42780 9.80226 0.737525
42790 9.80476 0.737525
42800 9.80726 0.737525
42810 9.80976 0.737525
42820 9.81226 0.737525
42830 9.81476 0.737525
42840 9.81726 0.737525
42850 9.81976 0.737525
42860 9.82226 0.737525
42870 9.82476 0.737525
42880 9.82726 0.737525
42890 9.82976 0.737525
42900 9.83226 0.737525
42910 9.83476 0.737525
42920 9.83726 0.737525
42930 9.83976 0.737525
42940 9.84226 0.737525
42950 9.84476 0.737525
42960 9.84726 0.737525
42970 9.84976 0.737525
42980 9.85226 0.737525
42990 9.85476 0.737525
43000 9.85726 0.737525
43010 9.85976 0.737525
43020 9.86226 0.737525
43030 9.86476 0.737525
43040 9.86726 0.737525
43050 9.86976 0.737525
43060 9.87226 0.737525
43070 9.87476 0.737525
43080 9.87726 0.737525
43090 9.87976 0.737525
43100 9.88226 0.737525
43110 9.88476 0.737525
43120 9.88726 0.737525
43130 9.88976 0.737525
43140 9.89226 0.737525
43150 9.89476 0.737525
43160 9.89726 0.737525
43170 9.89976 0.737525
43180 9.90226 0.737525
43190 9.90476 0.737525
43200 9.90726 0.737525
43210 9.90976 0.737525
43220 9.91226 0.737525
43230 9.91476 0.737525
43240 9.91726 0.737525
43250 9.91976 0.737525
43260 9.92226 0.737525
43270 9.92476 0.737525
43280 9.92726 0.737525
43290 9.92976 0.737525
43300 9.93226 0.737525
43310 9.93476 0.737525
43320 9.93726 0.737525
43330 9.93976 0.737525
43340 9.94226 0.737525
43350 9.94476 0.737525
43360 9.94726 0.737525
43370 9.94976 0.737525
43380 9.95226 0.737525
43390 9.95476 0.737525
43400 9.95726 0.737525
43410 9.95976 0.737525
43420 9.96226 0.737525
43430 9.96476 0.737525
43440 9.96726 0.737525
43450 9.96976 0.737525
43460 9.97226 0.737525
43470 9.97476 0.737525
43480 9.97726 0.737525
43490 9.97976 0.737525
43500 9.98226 0.737525
43510 9.98476 0.737525
43520 9.98726 0.737525
43530 9.98976 0.737525
43540 9.99226 0.737525
43550 9.99476 0.737525
43560 9.99726 0.737525
43570 9.99976 0.737525
43580 10.0023 0.737525
43590 10.0048 0.737525
43600 10.0073 0.737525
43610 10.0098 0.737525
43620 10.0123 0.737525
43630 10.0148 0.737525
43640 10.0173 0.737525
43650 10.0198 0.737525
43660 10.0223 0.737525
43670 10.0248 0.737525
43680 10.0273 0.737525
43690 10.0298 0.737525
43700 10.0323 0.737525
43710 10.0348 0.737525
43720 10.0373 0.737525
43730 10.0398 0.737525
43740 10.0423 0.737525
43750 10.0448 0.737525
43760 10.0473 0.737525
43770 10.0498 0.737525
43780 10.0523 0.737525
43790 10.0548 0.737525
43800 10.0573 0.737525
43810 10.0598 0.737525
43820 10.0623 0.737525
43830 10.0648 0.737525
43840 10.0673 0.737525
43850 10.0698 0.737525
43860 10.0723 0.737525
43870 10.0748 0.737525
43880 10.0773 0.737525
43890 10.0798 0.737525
43900 10.0823 0.737525
43910 10.0848 0.737525
43920 10.0873 0.737525
43930 10.0898 0.737525
43940 10.0923 0.737525
43950 10.0948 0.737525
43960 10.0973 0.737525
43970 10.0998 0.737525
43980 10.1023 0.737525
43990 10.1048 0.737525
44000 10.1073 0.737525
44010 10.1098 0.737525
44020 10.1123 0.737525
44030 10.1148 0.737525
44040 10.1173 0.737525
44050 10.1198 0.737525
44060 10.1223 0.737525
44070 10.1248 0.737525
44080 10.1273 0.737525
44090 10.1298 0.737525
44100 10.1323 0.737525
44110 10.1348 0.737525
44120 10.1373 0.737525
44130 10.1398 0.737525
44140 10.1423 0.737525
44150 10.1448 0.737525
44160 10.1473 0.737525
44170 10.1498 0.737525
44180 10.1523 0.737525
44190 10.1548 0.737525
44200 10.1573 0.737525
44210 10.1598 0.737525
44220 10.1623 0.737525
44230 10.1648 0.737525
44240 10.1673 0.737525
44250 10.1698 0.737525
44260 10.1723 0.737525
44270 10.1748 0.737525
44280 10.1773 0.737525
44290 10.1798 0.737525
44300 10.1823 0.737525
44310 10.1848 0.737525
44320 10.1873 0.737525
44330 10.1898 0.737525
44340 10.1923 0.737525
44350 10.1948 0.737525
44360 10.1973 0.737525
44370 10.1998 0.737525
44380 10.2023 0.737525
44390 10.2048 0.737525
44400 10.2073 0.737525
44410 10.2098 0.737525
44420 10.2123 0.737525
44430 10.2148 0.737525
44440 10.2173 0.737525
44450 10.2198 0.737525
44460 10.2223 0.737525
44470 10.2248 0.737525
44480 10.2273 0.737525
44490 10.2298 0.737525
44500 10.2323 0.737525
44510 10.2348 0.737525
44520 10.2373 0.737525
44530 10.2398 0.737525
44540 10.2423 0.737525
44550 10.2448 0.737525
44560 10.2473 0.737525
44570 10.2498 0.737525
44580 10.2523 0.737525
44590 10.2548 0.737525
44600 10.2573 0.737525
44610 10.2598 0.737525
44620 10.2623 0.737525
44630 10.2648 0.737525
44640 10.2673 0.737525
44650 10.2698 0.737525
44660 10.2723 0.737525
44670 10.2748 0.737525
44680 10.2773 0.737525
44690 10.2798 0.737525
44700 10.2823 0.737525
44710 10.2848 0.737525
44720 10.2873 0.737525
44730 10.2898 0.737525
44740 10.2923 0.737525
44750 10.2948 0.737525
44760 10.2973 0.737525
44770 10.2998 0.737525
44780 10.3023 0.737525
44790 10.3048 0.737525
44800 10.3073 0.737525
44810 10.3098 0.737525
44820 10.3123 0.737525
44830 10.3148 0.737525
44840 10.3173 0.737525
44850 10.3198 0.737525
44860 10.3223 0.737525
44870 10.3248 0.737525
44880 10.3273 0.737525
44890 10.3298 0.737525
44900 10.3323 0.737525
44910 10.3348 0.737525
44920 10.3373 0.737525
44930 10.3398 0.737525
44940 10.3423 0.737525
44950 10.3448 0.737525
44960 10.3473 0.737525
44970 10.3498 0.737525
44980 10.3523 0.737525
44990 10.3548 0.737525
45000 10.3573 0.737525
45010 10.3598 0.737525
45020 10.3623 0.737525
45030 10.3648 0.737525
45040 10.3673 0.737525
45050 10.3698 0.737525
45060 10.3723 0.737525
45070 10.3748 0.737525
45080 10.3773 0.737525
45090 10.3798 0.737525
45100 10.3823 0.737525
45110 10.3848 0.737525
45120 10.3873 0.737525
45130 10.3898 0.737525
45140 10.3923 0.737525
45150 10.3948 0.737525
45160 10.3973 0.737525
45170 10.3998 0.737525
45180 10.4023 0.737525
45190 10.4048 0.737525
45200 10.4073 0.737525
45210 10.4098 0.737525
45220 10.4123 0.737525
45230 10.4148 0.737525
45240 10.4173 0.737525
45250 10.4198 0.737525
45260 10.4223 0.737525
45270 10.4248 0.737525
45280 10.4273 0.737525
45290 10.4298 0.737525
45300 10.4323 0.737525
45310 10.4348 0.737525
45320 10.4373 0.737525
45330 10.4398 0.737525
45340 10.4423 0.737525
45350 10.4448 0.737525
45360 10.4473 0.737525
45370 10.4498 0.737525
45380 10.4523 0.737525
45390 10.4548 0.737525
45400 10.4573 0.737525
45410 10.4598 0.737525
45420 10.4623 0.737525
45430 10.4648 0.737525
45440 10.4673 0.737525
45450 10.4698 0.737525
45460 10.4723 0.737525
45470 10.4748 0.737525
45480 10.4773 0.737525
45490 10.4798 0.737525
45500 10.4823 0.737525
45510 10.4848 0.737525
45520 10.4873 0.737525
45530 10.4898 0.737525
45540 10.4923 0.737525
45550 10.4948 0.737525
45560 10.4973 0.737525
45570 10.4998 0.737525
45580 10.5023 0.737525
45590 10.5048 0.737525
45600 10.5073 0.737525
45610 10.5098 0.737525
45620 10.5123 0.737525
45630 10.5148 0.737525
45640 10.5173 0.737525
45650 10.5198 0.737525
45660 10.5223 0.737525
45670 10.5248 0.737525
45680 10.5273 0.737525
45690 10.5298 0.737525
45700 10.5323 0.737525
45710 10.5348 0.737525
45720 10.5373 0.737525
45730 10.5398 0.737525
45740 10.5423 0.737525
45750 10.5448 0.737525
45760 10.5473 0.737525
45770 10.5498 0.737525
45780 10.5523 0.737525
45790 10.5548 0.737525
45800 10.5573 0.737525
45810 10.5598 0.737525
45820 10.5623 0.737525
45830 10.5648 0.737525
45840 10.5673 0.737525
45850 10.5698 0.737525
45860 10.5723 0.737525
45870 10.5748 0.737525
45880 10.5773 0.737525
45890 10.5798 0.737525
45900 10.5823 0.737525
45910 10.5848 0.737525
45920 10.5873 0.737525
45930 10.5898 0.737525
45940 10.5923 0.737525
45950 10.5948 0.737525
45960 10.5973 0.737525
45970 10.5998 0.737525
45980 10.6023 0.737525
45990 10.6048 0.737525
46000 10.6073 0.737525
46010 10.6098 0.737525
46020 10.6123 0.737525
46030 10.6148 0.737525
46040 10.6173 0.737525
46050 10.6198 0.737525
46060 10.6223 0.737525
46070 10.6248 0.737525
46080 10.6273 0.737525
46090 10.6298 0.737525
46100 10.6323 0.737525
46110 10.6348 0.737525
46120 10.6373 0.737525
46130 10.6398 0.737525
46140 10.6423 0.737525
46150 10.6448 0.737525
46160 10.6473 0.737525
46170 10.6498 0.737525
46180 10.6523 0.737525
46190 10.6548 0.737525
46200 10.6573 0.737525
46210 10.6598 0.737525
46220 10.6623 0.737525
46230 10.6648 0.737525
46240 10.6673 0.737525
46250 10.6698 0.737525
46260 10.6723 0.737525
46270 10.6748 0.737525
46280 10.6773 0.737525
46290 10.6798 0.737525
46300 10.6823 0.737525
46310 10.6848 0.737525
46320 10.6873 0.737525
46330 10.6898 0.737525
46340 10.6923 0.737525
46350 10.6948 0.737525
46360 10.6973 0.737525
46370 10.6998 0.737525
46380 10.7023 0.737525
46390 10.7048 0.737525
46400 10.7073 0.737525
46410 10.7098 0.737525
46420 10.7123 0.737525
46430 10.7148 0.737525
46440 10.7173 0.737525
46450 10.7198 0.737525
46460 10.7223 0.737525
46470 10.7248 0.737525
46480 10.7273 0.737525
46490 10.7298 0.737525
46500 10.7323 0.737525
46510 10.7348 0.737525
46520 10.7373 0.737525
46530 10.7398 0.737525
46540 10.7423 0.737525
46550 10.7448 0.737525
46560 10.7473 0.737525
46570 10.7498 0.737525
46580 10.7523 0.737525
46590 10.7548 0.737525
46600 10.7573 0.737525
46610 10.7598 0.737525
46620 10.7623 0.737525
46630 10.7648 0.737525
46640 10.7673 0.737525
46650 10.7698 0.737525
46660 10.7723 0.737525
46670 10.7748 0.737525
46680 10.7773 0.737525
46690 10.7798 0.737525
46700 10.7823 0.737525
46710 10.7848 0.737525
46720 10.7873 0.737525
46730 10.7898 0.737525
46740 10.7923 0.737525
46750 10.7948 0.737525
46760 10.7973 0.737525
46770 10.7998 0.737525
46780 10.8023 0.737525
46790 10.8048 0.737525
46800 10.8073 0.737525
46810 10.8098 0.737525
46820 10.8123 0.737525
46830 10.8148 0.737525
46840 10.8173 0.737525
46850 10.8198 0.737525
46860 10.8223 0.737525
46870 10.8248 0.737525
46880 10.8273 0.737525
46890 10.8298 0.737525
46900 10.8323 0.737525
46910 10.8348 0.737525
46920 10.8373 0.737525
46930 10.8398 0.737525
46940 10.8423 0.737525
46950 10.8448 0.737525
46960 10.8473 0.737525
46970 10.8498 0.737525
46980 10.8523 0.737525
46990 10.8548 0.737525
47000 10.8573 0.737525
47010 10.8598 0.737525
47020 10.8623 0.737525
47030 10.8648 0.737525
47040 10.8673 0.737525
47050 10.8698 0.737525
47060 10.8723 0.737525
47070 10.8748 0.737525
47080 10.8773 0.737525
47090 10.8798 0.737525
47100 10.8823 0.737525
47110 10.8848 0.737525
47120 10.8873 0.737525
47130 10.8898 0.737525
47140 10.8923 0.737525
47150 10.8948 0.737525
47160 10.8973 0.737525
47170 10.8998 0.737525
47180 10.9023 0.737525
47190 10.9048 0.737525
47200 10.9073 0.737525
47210 10.9098 0.737525
47220 10.9123 0.737525
47230 10.9148 0.737525
47240 10.9173 0.737525
47250 10.9198 0.737525
47260 10.9223 0.737525
47270 10.9248 0.737525
47280 10.9273 0.737525
47290 10.9298 0.737525
47300 10.9323 0.737525
47310 10.9348 0.737525
47320 10.9373 0.737525
47330 10.9398 0.737525
47340 10.9423 0.737525
47350 10.9448 0.737525
47360 10.9473 0.737525
47370 10.9498 0.737525
47380 10.9523 0.737525
47390 10.9548 0.737525
47400 10.9573 0.737525
47410 10.9598 0.737525
47420 10.9623 0.737525
47430 10.9648 0.737525
47440 10.9673 0.737525
47450 10.9698 0.737525
47460 10.9723 0.737525
47470 10.9748 0.737525
47480 10.9773 0.737525
47490 10.9798 0.737525
47500 10.9823 0.737525
47510 10.9848 0.737525
47520 10.9873 0.737525
47530 10.9898 0.737525
47540 10.9923 0.737525
47550 10.9948 0.737525
47560 10.9973 0.737525
47570 10.9998 0.737525
47580 11.0023 0.737525
47590 11.0048 0.737525
47600 11.0073 0.737525
47610 11.0098 0.737525
47620 11.0123 0.737525
47630 11.0148 0.737525
47640 11.0173 0.737525
47650 11.0198 0.737525
47660 11.0223 0.737525
47670 11.0248 0.737525
47680 11.0273 0.737525
47690 11.0298 0.737525
47700 11.0323 0.737525
47710 11.0348 0.737525
47720 11.0373 0.737525
47730 11.0398 0.737525
47740 11.0423 0.737525
47750 11.0448 0.737525
47760 11.0473 0.737525
47770 11.0498 0.737525
47780 11.0523 0.737525
47790 11.0548 0.737525
47800 11.0573 0.737525
47810 11.0598 0.737525
47820 11.0623 0.737525
47830 11.0648 0.737525
47840 11.0673 0.737525
47850 11.0698 0.737525
47860 11.0723 0.737525
47870 11.0748 0.737525
47880 11.0773 0.737525
47890 11.0798 0.737525
47900 11.0823 0.737525
47910 11.0848 0.737525
47920 11.0873 0.737525
47930 11.0898 0.737525
47940 11.0923 0.737525
47950 11.0948 0.737525
47960 11.0973 0.737525
47970 11.0998 0.737525
47980 11.1023 0.737525
47990 11.1048 0.737525
48000 11.1073 0.737525
48010 11.1098 0.737525
48020 11.1123 0.737525
48030 11.1148 0.737525
48040 11.1173 0.737525
48050 11.1198 0.737525
48060 11.1223 0.737525
48070 11.1248 0.737525
48080 11.1273 0.737525
48090 11.1298 0.737525
48100 11.1323 0.737525
48110 11.1348 0.737525
48120 11.1373 0.737525
48130 11.1398 0.737525
48140 11.1423 0.737525
48150 11.1448 0.737525
48160 11.1473 0.737525
48170 11.1498 0.737525
48180 11.1523 0.737525
48190 11.1548 0.737525
48200 11.1573 0.737525
48210 11.1598 0.737525
48220 11.1623 0.737525
48230 11.1648 0.737525
48240 11.1673 0.737525
48250 11.1698 0.737525
48260 11.1723 0.737525
48270 11.1748 0.737525
48280 11.1773 0.737525
48290 11.1798 0.737525
48300 11.1823 0.737525
48310 11.1848 0.737525
48320 11.1873 0.737525
48330 11.1898 0.737525
48340 11.1923 0.737525
48350 11.1948 0.737525
48360 11.1973 0.737525
48370 11.1998 0.737525
48380 11.2023 0.737525
48390 11.2048 0.737525
48400 11.2073 0.737525
48410 11.2098 0.737525
48420 11.2123 0.737525
48430 11.2148 0.737525
48440 11.2173 0.737525
48450 11.2198 0.737525
48460 11.2223 0.737525
48470 11.2248 0.737525
48480 11.2273 0.737525
48490 11.2298 0.737525
48500 11.2323 0.737525
48510 11.2348 0.737525
48520 11.2373 0.737525
48530 11.2398 0.737525
48540 11.2423 0.737525
48550 11.2448 0.737525
48560 11.2473 0.737525
48570 11.2498 0.737525
48580 11.2523 0.737525
48590 11.2548 0.737525
48600 11.2573 0.737525
48610 11.2598 0.737525
48620 11.2623 0.737525
48630 11.2648 0.737525
48640 11.2673 0.737525
48650 11.2698 0.737525
48660 11.2723 0.737525
48670 11.2748 0.737525
48680 11.2773 0.737525
48690 11.2798 0.737525
48700 11.2823 0.737525
48710 11.2848 0.737525
48720 11.2873 0.737525
48730 11.2898 0.737525
48740 11.2923 0.737525
48750 11.2948 0.737525
48760 11.2973 0.737525
48770 11.2998 0.737525
48780 11.3023 0.737525
48790 11.3048 0.737525
48800 11.3073 0.737525
48810 11.3098 0.737525
48820 11.3123 0.737525
48830 11.3148 0.737525
48840 11.3173 0.737525
48850 11.3198 0.737525
48860 11.3223 0.737525
48870 11.3248 0.737525
48880 11.3273 0.737525
48890 11.3298 0.737525
48900 11.3323 0.737525
48910 11.3348 0.737525
48920 11.3373 0.737525
48930 11.3398 0.737525
48940 11.3423 0.737525
48950 11.3448 0.737525
48960 11.3473 0.737525
48970 11.3498 0.737525
48980 11.3523 0.737525
48990 11.3548 0.737525
49000 11.3573 0.737525
49010 11.3598 0.737525
49020 11.3623 0.737525
49030 11.3648 0.737525
49040 11.3673 0.737525
49050 11.3698 0.737525
49060 11.3723 0.737525
49070 11.3748 0.737525
49080 11.3773 0.737525
49090 11.3798 0.737525
49100 11.3823 0.737525
49110 11.3848 0.737525
49120 11.3873 0.737525
49130 11.3898 0.737525
49140 11.3923 0.737525
49150 11.3948 0.737525
49160 11.3973 0.737525
49170 11.3998 0.737525
49180 11.4023 0.737525
49190 11.4048 0.737525
49200 11.4073 0.737525
49210 11.4098 0.737525
49220 11.4123 0.737525
49230 11.4148 0.737525
49240 11.4173 0.737525
49250 11.4198 0.737525
49260 11.4223 0.737525
49270 11.4248 0.737525
49280 11.4273 0.737525
49290 11.4298 0.737525
49300 11.4323 0.737525
49310 11.4348 0.737525
49320 11.4373 0.737525
49330 11.4398 0.737525
49340 11.4423 0.737525
49350 11.4448 0.737525
49360 11.4473 0.737525
49370 11.4498 0.737525
49380 11.4523 0.737525
49390 11.4548 0.737525
49400 11.4573 0.737525
49410 11.4598 0.737525
49420 11.4623 0.737525
49430 11.4648 0.737525
49440 11.4673 0.737525
49450 11.4698 0.737525
49460 11.4723 0.737525
49470 11.4748 0.737525
49480 11.4773 0.737525
49490 11.4798 0.737525
49500 11.4823 0.737525
49510 11.4848 0.737525
49520 11.4873 0.737525
49530 11.4898 0.737525
49540 11.4923 0.737525
49550 11.4948 0.737525
49560 11.4973 0.737525
49570 11.4998 0.737525
49580 11.5023 0.737525
49590 11.5048 0.737525
49600 11.5073 0.737525
49610 11.5098 0.737525
49620 11.5123 0.737525
49630 11.5148 0.737525
49640 11.5173 0.737525
49650 11.5198 0.737525
49660 11.5223 0.737525
49670 11.5248 0.737525
49680 11.5273 0.737525
49690 11.5298 0.737525
49700 11.5323 0.737525
49710 11.5348 0.737525
49720 11.5373 0.737525
49730 11.5398 0.737525
49740 11.5423 0.737525
49750 11.5448 0.737525
49760 11.5473 0.737525
49770 11.5498 0.737525
49780 11.5523 0.737525
49790 11.5548 0.737525
49800 11.5573 0.737525
49810 11.5598 0.737525
49820 11.5623 0.737525
49830 11.5648 0.737525
49840 11.5673 0.737525
49850 11.5698 0.737525
49860 11.5723 0.737525
49870 11.5748 0.737525
49880 11.5773 0.737525
49890 11.5798 0.737525
49900 11.5823 0.737525
49910 11.5848 0.737525
49920 11.5873 0.737525
49930 11.5898 0.737525
49940 11.5923 0.737525
49950 11.5948 0.737525
49960 11.5973 0.737525
49970 11.5998 0.737525
49980 11.6023 0.737525
49990 11.6048 0.737525
50000 11.6073 0.737525
50010 11.6098 0.737525
50020 11.6123 0.737525
50030 11.6148 0.737525
50040 11.6173 0.737525
50050 11.6198 0.737525
50060 11.6223 0.737525
50070 11.6248 0.737525
50080 11.6273 0.737525
50090 11.6298 0.737525
50100 11.6323 0.737525
50110 11.6348 0.737525
50120 11.6373 0.737525
50130 11.6398 0.737525
50140 11.6423 0.737525
50150 11.6448 0.737525
50160 11.6473 0.737525
50170 11.6498 0.737525
50180 11.6523 0.737525
50190 11.6548 0.737525
50200 11.6573 0.737525
50210 11.6598 0.737525
50220 11.6623 0.737525
50230 11.6648 0.737525
50240 11.6673 0.737525
50250 11.6698 0.737525
50260 11.6723 0.737525
50270 11.6748 0.737525
50280 11.6773 0.737525
50290 11.6798 0.737525
50300 11.6823 0.737525
50310 11.6848 0.737525
50320 11.6873 0.737525
50330 11.6898 0.737525
50340 11.6923 0.737525
50350 11.6948 0.737525
50360 11.6973 0.737525
50370 11.6998 0.737525
