1 1 2 -0.005000 -1.2105768831 -0.733057101 0.0002654374
2 1 2 -0.005000 -1.240099147 0.6818557116 3.88261e-05
3 1 2 -0.005000 -0.0295303748 1.4149030119 1.8717e-06
4 1 2 -0.005000 0.0295507239 -1.4149400806 0.0003375535
5 1 2 -0.005000 1.2401359153 -0.68188622 0.0001749145
6 1 2 -0.005000 1.2106043651 0.7330403295 0.0001074605
7 1 2 -0.009000 2.4457059896 1.4809201067 3.39943e-05
8 1 2 -0.016000 3.6910495068 0.802959806 -7.60012e-05
9 1 2 -0.016000 3.7213078166 -0.6481915594 0.0001304079
10 1 2 -0.009000 2.5053622801 -1.3775890704 4.89339e-05
11 1 2 -0.016000 2.5408622668 -2.7950689377 -0.000181228
12 1 2 -0.016000 1.2992874666 -3.546896671 -0.0006044358
13 1 2 -0.009000 0.0596569834 -2.8585117604 7.38077e-05
14 1 2 -0.016000 -1.1501669031 -3.5979983547 2.42794e-05
15 1 2 -0.009000 -2.4456755333 -1.4809378171 0.0006318649
16 1 2 -0.016000 -2.4220417448 -2.8986578748 0.0011600795
17 1 2 -0.009000 -2.505323607 1.3775624847 -0.0005095982
18 1 2 -0.016000 -3.7213021297 0.6482080591 -0.0006460125
19 1 2 -0.016000 -2.540858666 2.7950482046 -0.0011901343
20 1 2 -0.016000 2.4219865363 2.8986680066 3.25967e-05
21 1 2 -0.016000 1.1501233454 3.5980185473 0.0002218939
22 1 2 -0.009000 -0.0596480734 2.8584798653 -0.0001009155
23 1 2 -0.016000 -1.2992821572 3.5468341018 -0.0003888364
24 1 2 -0.116000 1.0993704642 4.9993487203 0.0008837127
25 1 2 -0.127000 -0.1183668763 5.6674329606 0.0012225299
26 1 2 -0.116000 -1.3071158363 4.9490686395 0.0004889915
27 1 1 0.135000 2.0190108735 5.6016792063 0.0011422809
28 1 1 0.135000 -0.141337656 6.7676353819 0.0021596844
29 1 1 0.135000 -2.2511186517 5.5124611516 0.0006480783
30 1 2 -0.116000 -4.9395231094 1.3425847779 -0.0021566655
31 1 2 -0.127000 -4.9672950105 2.7312595963 -0.0022576479
32 1 2 -0.116000 -3.779801031 3.4517479445 -0.002428088
33 1 1 0.135000 -5.9315471726 3.2614665082 -0.0020048484
34 1 1 0.135000 -3.841602031 4.549347584 -0.0039601435
35 1 1 0.135000 -5.8994726145 0.8067864511 -0.0037907196
36 1 2 -0.016000 -3.6909903302 -0.8029289709 0.0008712782
37 1 2 -0.116000 -3.6325339795 -3.6064989799 0.0025991176
38 1 2 -0.127000 -4.8490036436 -2.9361333897 0.003083045
39 1 2 -0.116000 -4.8792433467 -1.5475135026 0.0027592035
40 1 1 0.135000 -3.6484958751 -4.7057136092 0.0037613684
41 1 1 0.135000 -5.7903440893 -3.5060819064 0.0035800537
42 1 1 0.135000 -5.8606594784 -1.052181958 0.0044871048
43 1 2 -0.116000 -1.0994614528 -4.9993277808 -0.0015363073
44 1 2 -0.127000 0.1182537725 -5.6674608511 -0.0024825633
45 1 2 -0.116000 1.3070247688 -4.9491197791 -0.0019275282
46 1 1 0.135000 2.2510030071 -5.5125673963 -0.0027753231
47 1 1 0.135000 -2.0191230983 -5.6016269194 -0.0023602833
48 1 1 0.135000 0.1411741683 -6.7676644641 -0.0038220977
49 1 2 -0.116000 3.6324352021 3.6065330027 -2.11184e-05
50 1 2 -0.127000 4.8489458129 2.9362543845 7.63689e-05
51 1 2 -0.116000 4.8792438861 1.5476057392 -0.0001973453
52 1 1 0.135000 5.7902270996 3.5062870362 0.0005010184
53 1 1 0.135000 5.8607042549 1.0523535877 -0.0006512007
54 1 1 0.135000 3.6483577597 4.7057668821 -0.0003032771
55 1 2 -0.116000 3.779830807 -3.4517710288 0.0001310648
56 1 2 -0.127000 4.9673011135 -2.7312616638 0.0007649745
57 1 2 -0.116000 4.939558584 -1.3425857365 0.0005903778
58 1 1 0.135000 3.8416063267 -4.5493793138 -0.0001100232
59 1 1 0.135000 5.9315672958 -3.2614970939 0.0014867121
60 1 1 0.135000 5.8994869556 -0.8067658164 0.0008341909
