1 1 1 2 4 15
2 1 2 1 3 17
3 1 3 2 6 22
4 1 4 1 5 13
5 1 5 4 10 6
6 1 6 3 5 7
7 1 7 6 8 20
8 1 8 7 9 51
9 1 9 8 10 57
10 1 10 5 11 9
11 1 11 10 55 12
12 1 12 11 13 45
13 1 13 4 14 12
14 1 14 13 16 43
15 1 15 1 36 16
16 1 16 15 37 14
17 1 17 2 19 18
18 1 18 17 30 36
19 1 19 17 23 32
20 1 20 7 49 21
21 1 21 20 22 24
22 1 22 3 21 23
23 1 23 22 26 19
24 1 24 21 25 27
25 1 25 26 28 24
26 1 26 23 29 25
27 1 30 18 35 31
28 1 31 30 33 32
29 1 32 19 31 34
30 1 36 15 18 39
31 1 37 16 40 38
32 1 38 37 41 39
33 1 39 36 38 42
34 1 43 14 44 47
35 1 44 45 48 43
36 1 45 12 46 44
37 1 49 50 54 20
38 1 50 51 52 49
39 1 51 8 53 50
40 1 55 56 58 11
41 1 56 55 59 57
42 1 57 9 56 60

