1 47 1 2 3 4
2 47 1 2 3 5
3 47 1 2 14 12
4 47 1 2 14 15
5 47 2 3 5 6
6 15 2 3 5 7
7 15 3 2 14 12
8 47 3 2 14 15
9 47 3 5 7 8
10 15 3 5 7 12
11 47 4 3 5 6
12 47 4 3 5 7
13 40 5 7 8 9
14 47 5 7 8 10
15 47 5 7 8 11
16 47 5 7 12 13
17 15 5 7 12 14
18 47 6 5 7 8
19 47 6 5 7 12
20 15 2 14 12 7
21 47 7 12 14 15
22 47 8 7 12 13
23 47 8 7 12 14
24 47 9 8 7 12
25 47 10 8 7 12
26 47 11 8 7 12
27 47 2 14 12 13
28 47 13 12 14 15
29 47 4 3 2 14
30 15 5 3 2 14
