1	1	1	2	
2	1	1	64	
3	2	1	73	
4	1	2	3	
5	1	2	11	
6	1	3	4	
7	1	3	66	
8	1	4	5	
9	1	4	13	
10	1	5	6	
11	1	5	68	
12	1	10	11	
13	1	10	19	
14	2	10	75	
15	1	11	12	
16	1	12	13	
17	1	12	21	
18	1	13	14	
19	1	19	20	
20	2	19	76	
21	1	20	21	
22	1	20	29	
23	1	21	22	
24	1	22	23	
25	1	22	31	
26	1	28	29	
27	1	28	37	
28	2	28	79	
29	1	29	30	
30	1	30	31	
31	1	30	39	
32	1	31	32	
33	1	14	15	
34	1	14	23	
35	1	23	24	
36	1	32	33	
37	1	32	41	
38	1	6	15	
39	1	6	89	
40	1	15	91	
41	1	24	33	
42	1	24	93	
43	1	33	95	
44	1	89	90	
45	1	89	103	
46	1	90	92	
47	1	90	105	
48	1	91	92	
49	1	91	93	
50	1	92	107	
51	1	93	94	
52	1	94	96	
53	1	94	109	
54	1	95	96	
55	1	95	97	
56	1	96	111	
57	1	105	106	
58	1	105	119	
59	1	106	108	
60	1	106	121	
61	1	107	108	
62	1	107	109	
63	1	108	123	
64	1	109	110	
65	1	110	112	
66	1	110	125	
67	1	111	112	
68	1	111	113	
69	1	112	127	
70	1	121	122	
71	1	121	135	
72	1	123	124	
73	1	123	125	
74	1	125	126	
75	1	127	128	
76	1	127	129	
77	1	122	124	
78	1	122	137	
79	1	124	139	
80	1	126	128	
81	1	126	141	
82	1	128	143	
83	1	137	138	
84	1	137	151	
85	1	138	140	
86	1	138	153	
87	1	139	140	
88	1	139	141	
89	1	140	155	
90	1	141	142	
91	1	142	144	
92	1	142	157	
93	1	143	144	
94	1	143	145	
95	1	144	159	
96	1	153	154	
97	1	153	167	
98	1	154	156	
99	1	154	169	
100	1	155	156	
101	1	155	157	
102	1	156	171	
103	1	157	158	
104	1	158	160	
105	1	158	173	
106	1	159	160	
107	1	159	161	
108	1	160	175	
109	1	169	170	
110	1	169	183	
111	1	171	172	
112	1	171	173	
113	1	173	174	
114	1	175	176	
115	1	175	177	
116	1	7	8	
117	1	7	70	
118	1	7	170	
119	1	8	9	
120	1	8	17	
121	1	9	72	
122	2	9	74	
123	1	16	17	
124	1	16	25	
125	1	16	172	
126	1	17	18	
127	1	18	27	
128	2	18	77	
129	1	25	26	
130	1	25	174	
131	1	26	27	
132	1	26	35	
133	2	27	78	
134	1	34	35	
135	1	34	43	
136	1	34	176	
137	1	35	36	
138	1	36	45	
139	2	36	81	
140	1	170	172	
141	1	174	176	
142	1	37	38	
143	2	37	80	
144	1	38	39	
145	1	38	47	
146	1	39	40	
147	1	40	41	
148	1	40	49	
149	1	46	47	
150	1	46	55	
151	2	46	83	
152	1	47	48	
153	1	48	49	
154	1	48	57	
155	1	49	50	
156	1	55	56	
157	2	55	84	
158	1	56	57	
159	1	56	65	
160	1	57	58	
161	1	58	59	
162	1	58	67	
163	1	64	65	
164	2	64	87	
165	1	65	66	
166	1	66	67	
167	1	67	68	
168	1	68	69	
169	1	41	42	
170	1	50	51	
171	1	50	59	
172	1	59	60	
173	1	42	51	
174	1	42	97	
175	1	51	99	
176	1	60	69	
177	1	60	101	
178	1	69	103	
179	1	97	98	
180	1	98	100	
181	1	98	113	
182	1	99	100	
183	1	99	101	
184	1	100	115	
185	1	101	102	
186	1	102	104	
187	1	102	117	
188	1	103	104	
189	1	104	119	
190	1	113	114	
191	1	114	116	
192	1	114	129	
193	1	115	116	
194	1	115	117	
195	1	116	131	
196	1	117	118	
197	1	118	120	
198	1	118	133	
199	1	119	120	
200	1	120	135	
201	1	129	130	
202	1	131	132	
203	1	131	133	
204	1	133	134	
205	1	135	136	
206	1	130	132	
207	1	130	145	
208	1	132	147	
209	1	134	136	
210	1	134	149	
211	1	136	151	
212	1	145	146	
213	1	146	148	
214	1	146	161	
215	1	147	148	
216	1	147	149	
217	1	148	163	
218	1	149	150	
219	1	150	152	
220	1	150	165	
221	1	151	152	
222	1	152	167	
223	1	161	162	
224	1	162	164	
225	1	162	177	
226	1	163	164	
227	1	163	165	
228	1	164	179	
229	1	165	166	
230	1	166	168	
231	1	166	181	
232	1	167	168	
233	1	168	183	
234	1	177	178	
235	1	179	180	
236	1	179	181	
237	1	181	182	
238	1	183	184	
239	1	43	44	
240	1	43	178	
241	1	44	45	
242	1	44	53	
243	2	45	82	
244	1	52	53	
245	1	52	61	
246	1	52	180	
247	1	53	54	
248	1	54	63	
249	2	54	85	
250	1	61	62	
251	1	61	182	
252	1	62	63	
253	1	62	71	
254	2	63	86	
255	1	70	71	
256	1	70	184	
257	1	71	72	
258	2	72	88	
259	1	178	180	
260	1	182	184	
